symbol,entry_ts,r,funding,year,tf,cb,ap,hb,am,exit_ts,overlap,date
ALICEUSDT,1758499200000,0.5549842433869063,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
ALICEUSDT,1759276800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1759708800000,True,2025-10-01
ALICEUSDT,1765526400000,0.4872156748717023,0.0001,2025,8h,15,20,15,2.0,1765958400000,True,2025-12-12
ALICEUSDT,1765987200000,0.7119268339617956,0.0001,2025,8h,15,20,15,2.0,1766419200000,True,2025-12-17
ALICEUSDT,1767196800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767628800000,True,2025-12-31
ALICEUSDT,1768780800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1769212800000,False,2026-01-19
ALICEUSDT,1769673600000,0.905591185938324,0.0001,2026,8h,15,20,15,2.0,1770105600000,True,2026-01-29
ALICEUSDT,1770307200000,-1.0,0.0001,2026,8h,15,20,15,2.0,1770739200000,True,2026-02-05
ALICEUSDT,1770796800000,-0.1567993906148322,0.0001,2026,8h,15,20,15,2.0,1771228800000,True,2026-02-11
ALICEUSDT,1771430400000,0.6878358851136854,0.0001,2026,8h,15,20,15,2.0,1771862400000,True,2026-02-18
ALTUSDT,1717747200000,3.1390131115909035,0.00011259,2024,8h,15,20,15,2.0,1718179200000,True,2024-06-07
ANKRUSDT,1645430400000,-0.0304815692957721,0.0001,2022,8h,15,20,15,2.0,1645862400000,True,2022-02-21
ANKRUSDT,1651248000000,0.5400652688287876,0.0001,2022,8h,15,20,15,2.0,1651680000000,True,2022-04-29
ANKRUSDT,1654848000000,3.115833836779314,0.0001,2022,8h,15,20,15,2.0,1655280000000,True,2022-06-10
ANKRUSDT,1658707200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1659139200000,True,2022-07-25
ANKRUSDT,1660032000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1660464000000,False,2022-08-09
ANKRUSDT,1665417600000,1.0279598175152262,0.0001,2022,8h,15,20,15,2.0,1665849600000,True,2022-10-10
ANKRUSDT,1670889600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1671321600000,True,2022-12-13
ANKRUSDT,1671206400000,0.7087624147241851,0.0001,2022,8h,15,20,15,2.0,1671638400000,True,2022-12-16
ANKRUSDT,1685952000000,2.9360596610124428,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
ANKRUSDT,1692115200000,2.6295570308300107,0.0001,2023,8h,15,20,15,2.0,1692547200000,True,2023-08-15
ANKRUSDT,1693468800000,0.9558325486351488,0.0001,2023,8h,15,20,15,2.0,1693900800000,True,2023-08-31
ANKRUSDT,1696377600000,-1.0,0.0001,2023,8h,15,20,15,2.0,1696809600000,False,2023-10-04
ANKRUSDT,1724745600000,0.9205234873687992,0.0001,2024,8h,15,20,15,2.0,1725177600000,True,2024-08-27
ANKRUSDT,1729670400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730102400000,True,2024-10-23
ANKRUSDT,1746518400000,-1.0,0.0001,2025,8h,15,20,15,2.0,1746950400000,True,2025-05-06
ANKRUSDT,1750176000000,-1.0,0.0001,2025,8h,15,20,15,2.0,1750608000000,True,2025-06-17
ANKRUSDT,1750521600000,-0.1285653492876801,0.0001,2025,8h,15,20,15,2.0,1750953600000,True,2025-06-21
ANKRUSDT,1756742400000,0.2406208495601141,0.0001,2025,8h,15,20,15,2.0,1757174400000,False,2025-09-01
ANKRUSDT,1757894400000,0.4835861356058859,0.0001,2025,8h,15,20,15,2.0,1758326400000,True,2025-09-15
ANKRUSDT,1758499200000,0.0588074881690693,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
ANKRUSDT,1759852800000,3.814731713424682,0.0001,2025,8h,15,20,15,2.0,1760284800000,True,2025-10-07
ANKRUSDT,1761811200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762243200000,True,2025-10-30
ANKRUSDT,1762156800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762588800000,True,2025-11-03
ANKRUSDT,1765526400000,0.9929713476593592,0.0001,2025,8h,15,20,15,2.0,1765958400000,True,2025-12-12
ANKRUSDT,1766073600000,-1.0,0.0001,2025,8h,15,20,15,2.0,1766505600000,True,2025-12-18
ANKRUSDT,1768780800000,0.2303117399784839,0.0001,2026,8h,15,20,15,2.0,1769212800000,True,2026-01-19
ANKRUSDT,1769356800000,1.0776967399541926,0.0001,2026,8h,15,20,15,2.0,1769788800000,True,2026-01-25
ANKRUSDT,1769846400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1770278400000,True,2026-01-31
ANKRUSDT,1771430400000,0.4740647996400436,0.0001,2026,8h,15,20,15,2.0,1771862400000,True,2026-02-18
ANKRUSDT,1772236800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1772668800000,True,2026-02-28
APEUSDT,1660492800000,1.80325086820094,0.0001,2022,8h,15,20,15,2.0,1660924800000,True,2022-08-14
APEUSDT,1666195200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1666627200000,False,2022-10-19
APEUSDT,1681891200000,1.0238190351236378,0.0001,2023,8h,15,20,15,2.0,1682323200000,True,2023-04-19
APEUSDT,1685952000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
APEUSDT,1696521600000,0.7616145647712604,0.0001,2023,8h,15,20,15,2.0,1696953600000,False,2023-10-05
APEUSDT,1717776000000,0.6014348354408392,0.00028239,2024,8h,15,20,15,2.0,1718208000000,True,2024-06-07
APEUSDT,1721865600000,-0.2920641430090261,0.0001,2024,8h,15,20,15,2.0,1722297600000,True,2024-07-25
APEUSDT,1743955200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1744387200000,True,2025-04-06
APEUSDT,1757894400000,0.1633802857855446,0.0001,2025,8h,15,20,15,2.0,1758326400000,True,2025-09-15
APEUSDT,1758499200000,0.3069551109819234,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
APEUSDT,1760112000000,-0.2516622263040605,0.0001,2025,8h,15,20,15,2.0,1760544000000,True,2025-10-10
APEUSDT,1765785600000,0.1927414618805927,0.0001,2025,8h,15,20,15,2.0,1766217600000,True,2025-12-15
APEUSDT,1767196800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767628800000,True,2025-12-31
API3USDT,1654243200000,-0.0547831887611974,0.0001,2022,8h,15,20,15,2.0,1654675200000,True,2022-06-03
API3USDT,1665417600000,0.7652701791466591,0.0001,2022,8h,15,20,15,2.0,1665849600000,True,2022-10-10
API3USDT,1670371200000,-0.3760956294881661,0.0001,2022,8h,15,20,15,2.0,1670803200000,True,2022-12-07
API3USDT,1670832000000,2.2157108228764635,0.0001,2022,8h,15,20,15,2.0,1671264000000,True,2022-12-12
API3USDT,1672358400000,0.4535343639599104,0.0001,2022,8h,15,20,15,2.0,1672790400000,True,2022-12-30
API3USDT,1683475200000,1.3254958403888248,0.0001,2023,8h,15,20,15,2.0,1683907200000,True,2023-05-07
API3USDT,1684713600000,-0.2368543948396887,0.0001,2023,8h,15,20,15,2.0,1685145600000,True,2023-05-22
API3USDT,1685952000000,3.7658545033185207,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
APTUSDT,1691164800000,-1.0,0.0001,2023,8h,15,20,15,2.0,1691596800000,True,2023-08-04
APTUSDT,1717776000000,0.170488736476878,0.00025192,2024,8h,15,20,15,2.0,1718208000000,True,2024-06-07
APTUSDT,1720022400000,2.307548529941749,0.0001,2024,8h,15,20,15,2.0,1720454400000,True,2024-07-03
APTUSDT,1721836800000,-1.0,0.0001,2024,8h,15,20,15,2.0,1722268800000,False,2024-07-24
APTUSDT,1743235200000,0.2224609731485336,0.0001,2025,8h,15,20,15,2.0,1743667200000,True,2025-03-29
APTUSDT,1743926400000,-0.1992425543938951,0.0001,2025,8h,15,20,15,2.0,1744358400000,True,2025-04-06
APTUSDT,1756137600000,-0.1449289932175357,0.0001,2025,8h,15,20,15,2.0,1756569600000,False,2025-08-25
ARBUSDT,1691942400000,4.400436221280296,0.0001,2023,8h,15,20,15,2.0,1692374400000,True,2023-08-13
ARBUSDT,1720051200000,1.2670303372193428,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
ARBUSDT,1722441600000,3.6935179528924897,0.0001,2024,8h,15,20,15,2.0,1722873600000,True,2024-07-31
ARBUSDT,1725004800000,-0.0914495601708254,0.0001,2024,8h,15,20,15,2.0,1725436800000,True,2024-08-30
ARBUSDT,1727769600000,0.502220673763262,0.0001,2024,8h,15,20,15,2.0,1728201600000,False,2024-10-01
ARBUSDT,1729872000000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730304000000,True,2024-10-25
ARBUSDT,1763683200000,-0.5492853118558612,0.0001,2025,8h,15,20,15,2.0,1764115200000,True,2025-11-21
ARBUSDT,1770278400000,0.4482200358256752,0.0001,2026,8h,15,20,15,2.0,1770710400000,True,2026-02-05
ARBUSDT,1772870400000,-0.2274706441377137,0.0001,2026,8h,15,20,15,2.0,1773302400000,True,2026-03-07
ARBUSDT,1774598400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1775030400000,True,2026-03-27
ARCUSDT,1749139200000,-1.0,0.00019652,2025,8h,15,20,15,2.0,1749571200000,True,2025-06-05
ARCUSDT,1750435200000,0.0292059537028092,0.00011548,2025,8h,15,20,15,2.0,1750867200000,False,2025-06-20
ARCUSDT,1753286400000,0.6133867101355915,0.00039773,2025,8h,15,20,15,2.0,1753718400000,True,2025-07-23
ARCUSDT,1758499200000,-1.0,0.000382,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
ARCUSDT,1759824000000,-1.0,0.00048494,2025,8h,15,20,15,2.0,1760256000000,False,2025-10-07
ARCUSDT,1760112000000,-0.1823187580025002,0.0002915,2025,8h,15,20,15,2.0,1760544000000,False,2025-10-10
ARKMUSDT,1726646400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1727078400000,True,2024-09-18
ARKMUSDT,1743120000000,1.1291122069688722,0.0001,2025,8h,15,20,15,2.0,1743552000000,True,2025-03-28
ARKMUSDT,1761811200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762243200000,False,2025-10-30
ARKMUSDT,1764518400000,0.4296224355640296,0.0001,2025,8h,15,20,15,2.0,1764950400000,True,2025-11-30
ARKMUSDT,1765526400000,0.5426691113792509,0.0001,2025,8h,15,20,15,2.0,1765958400000,True,2025-12-12
ARKMUSDT,1765987200000,-0.6820141071335745,0.0001,2025,8h,15,20,15,2.0,1766419200000,True,2025-12-17
ARKMUSDT,1766678400000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767110400000,True,2025-12-25
ARKMUSDT,1772870400000,-0.41433356285561,0.0001,2026,8h,15,20,15,2.0,1773302400000,True,2026-03-07
ARKMUSDT,1773878400000,0.323430606521729,0.0001,2026,8h,15,20,15,2.0,1774310400000,True,2026-03-19
ARKMUSDT,1774598400000,-0.1112172428649113,0.0001,2026,8h,15,20,15,2.0,1775030400000,True,2026-03-27
ARKMUSDT,1775347200000,-1.0,0.0001,2026,8h,15,20,15,2.0,1775779200000,False,2026-04-05
ARKUSDT,1717113600000,0.5946229072994336,0.0001,2024,8h,15,20,15,2.0,1717545600000,True,2024-05-31
ARKUSDT,1719964800000,1.7341093754599612,0.0001,2024,8h,15,20,15,2.0,1720396800000,True,2024-07-03
ARKUSDT,1721865600000,-1.0,0.0001,2024,8h,15,20,15,2.0,1722297600000,True,2024-07-25
ARKUSDT,1722499200000,1.9363901780525448,0.0001,2024,8h,15,20,15,2.0,1722931200000,True,2024-08-01
ARKUSDT,1724745600000,1.314918288391456,0.0001,2024,8h,15,20,15,2.0,1725177600000,True,2024-08-27
ARKUSDT,1725206400000,0.069009142765721,0.0001,2024,8h,15,20,15,2.0,1725638400000,True,2024-09-01
ARPAUSDT,1647187200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1647619200000,True,2022-03-13
ARPAUSDT,1650844800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651276800000,True,2022-04-25
ARPAUSDT,1651248000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651680000000,True,2022-04-29
ARPAUSDT,1657555200000,-0.1681404715140943,0.0001,2022,8h,15,20,15,2.0,1657987200000,True,2022-07-11
ARPAUSDT,1660838400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1661270400000,False,2022-08-18
ARPAUSDT,1663516800000,0.0079706723580588,0.0001,2022,8h,15,20,15,2.0,1663948800000,True,2022-09-18
ARPAUSDT,1665417600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1665849600000,True,2022-10-10
ARPAUSDT,1720051200000,0.9601261245715144,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
ARPAUSDT,1721750400000,0.1002631966070713,0.0001,2024,8h,15,20,15,2.0,1722182400000,True,2024-07-23
ARPAUSDT,1726646400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1727078400000,True,2024-09-18
ARPAUSDT,1743206400000,1.3099897722164475,0.0001,2025,8h,15,20,15,2.0,1743638400000,True,2025-03-29
ARPAUSDT,1743926400000,0.7285257260156334,0.0001,2025,8h,15,20,15,2.0,1744358400000,True,2025-04-06
ARPAUSDT,1748160000000,0.4129460459556333,0.0001,2025,8h,15,20,15,2.0,1748592000000,True,2025-05-25
ARPAUSDT,1755244800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1755676800000,True,2025-08-15
ARPAUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
ARPAUSDT,1759824000000,3.642110790370816,0.0001,2025,8h,15,20,15,2.0,1760256000000,True,2025-10-07
ARPAUSDT,1763683200000,-0.1738485079138356,0.0001,2025,8h,15,20,15,2.0,1764115200000,False,2025-11-21
ARPAUSDT,1765526400000,1.3877635994136797,0.0001,2025,8h,15,20,15,2.0,1765958400000,True,2025-12-12
ARPAUSDT,1765987200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1766419200000,True,2025-12-17
ARPAUSDT,1774195200000,0.4651546021054167,0.0001,2026,8h,15,20,15,2.0,1774627200000,True,2026-03-22
ARUSDT,1642550400000,1.4132545015777886,0.0001,2022,8h,15,20,15,2.0,1642982400000,True,2022-01-19
ARUSDT,1645113600000,0.849303423761615,0.0001,2022,8h,15,20,15,2.0,1645545600000,True,2022-02-17
ARUSDT,1646611200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1647043200000,True,2022-03-07
ARUSDT,1649664000000,0.0826852225465602,0.0001,2022,8h,15,20,15,2.0,1650096000000,True,2022-04-11
ARUSDT,1650211200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1650643200000,True,2022-04-17
ARUSDT,1650816000000,0.7429043816962749,0.0001,2022,8h,15,20,15,2.0,1651248000000,True,2022-04-24
ARUSDT,1651334400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651766400000,True,2022-04-30
ARUSDT,1654934400000,1.2282608148090703,0.0001,2022,8h,15,20,15,2.0,1655366400000,True,2022-06-11
ARUSDT,1658505600000,0.5965286328229968,0.0001,2022,8h,15,20,15,2.0,1658937600000,False,2022-07-22
ARUSDT,1660723200000,1.1927239488300672,0.0001,2022,8h,15,20,15,2.0,1661155200000,True,2022-08-17
ARUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
ARUSDT,1663084800000,-0.2705965984123678,0.0001,2022,8h,15,20,15,2.0,1663516800000,True,2022-09-13
ARUSDT,1665244800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1665676800000,True,2022-10-08
ARUSDT,1671177600000,1.1968874056775387,0.0001,2022,8h,15,20,15,2.0,1671609600000,True,2022-12-16
ARUSDT,1681891200000,1.147822097116364,0.00029934,2023,8h,15,20,15,2.0,1682323200000,False,2023-04-19
ARUSDT,1683360000000,1.1221270065418505,0.0001,2023,8h,15,20,15,2.0,1683792000000,True,2023-05-06
ARUSDT,1684915200000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685347200000,True,2023-05-24
ARUSDT,1685952000000,4.58722905004701,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
ARUSDT,1690243200000,-0.0243973993541162,0.0001,2023,8h,15,20,15,2.0,1690675200000,True,2023-07-25
ARUSDT,1692201600000,1.562127086751658,0.0001,2023,8h,15,20,15,2.0,1692633600000,False,2023-08-16
ARUSDT,1729641600000,1.4041815409420837,0.0001,2024,8h,15,20,15,2.0,1730073600000,True,2024-10-23
ARUSDT,1730476800000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730908800000,True,2024-11-01
ARUSDT,1736265600000,0.5284764655362693,0.0001,2025,8h,15,20,15,2.0,1736697600000,True,2025-01-07
ARUSDT,1741017600000,0.3809312580050061,0.0001,2025,8h,15,20,15,2.0,1741449600000,True,2025-03-03
ARUSDT,1743120000000,1.178844084717347,0.0001,2025,8h,15,20,15,2.0,1743552000000,True,2025-03-28
ARUSDT,1743609600000,0.6948380535917296,0.0001,2025,8h,15,20,15,2.0,1744041600000,True,2025-04-02
ARUSDT,1750089600000,1.163518675435908,0.0001,2025,8h,15,20,15,2.0,1750521600000,True,2025-06-16
ARUSDT,1758297600000,1.5130213566565271,0.0001,2025,8h,15,20,15,2.0,1758729600000,False,2025-09-19
ARUSDT,1759996800000,2.9316893171407514,0.0001,2025,8h,15,20,15,2.0,1760428800000,True,2025-10-09
ARUSDT,1764547200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1764979200000,True,2025-12-01
ARUSDT,1769328000000,1.9925073213247972,0.0001,2026,8h,15,20,15,2.0,1769760000000,True,2026-01-25
ARUSDT,1772899200000,-1.0,0.0001,2026,8h,15,20,15,2.0,1773331200000,True,2026-03-07
ARUSDT,1773820800000,0.2246455682999729,0.0001,2026,8h,15,20,15,2.0,1774252800000,True,2026-03-18
ARUSDT,1777449600000,-1.0,0.0001,2026,8h,15,20,15,2.0,1777881600000,True,2026-04-29
ASTRUSDT,1684972800000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685404800000,True,2023-05-25
ASTRUSDT,1685491200000,-0.1977379641644862,0.0001,2023,8h,15,20,15,2.0,1685923200000,True,2023-05-31
ASTRUSDT,1685952000000,3.4387135775163555,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
ASTRUSDT,1722470400000,3.133253919339998,0.0001,2024,8h,15,20,15,2.0,1722902400000,True,2024-08-01
ASTRUSDT,1727769600000,0.8511775576535626,0.0001,2024,8h,15,20,15,2.0,1728201600000,False,2024-10-01
ASTRUSDT,1728489600000,-1.0,0.0001,2024,8h,15,20,15,2.0,1728921600000,True,2024-10-09
ASTRUSDT,1729670400000,1.0890999768628733,0.0001,2024,8h,15,20,15,2.0,1730102400000,True,2024-10-23
ASTRUSDT,1730419200000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730851200000,True,2024-11-01
ASTRUSDT,1743148800000,1.677041027379793,0.0001,2025,8h,15,20,15,2.0,1743580800000,True,2025-03-28
ASTRUSDT,1743955200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1744387200000,True,2025-04-06
ASTRUSDT,1748563200000,0.1666508040232535,0.0001,2025,8h,15,20,15,2.0,1748995200000,True,2025-05-30
ASTRUSDT,1750435200000,0.5252910999839452,0.0001,2025,8h,15,20,15,2.0,1750867200000,True,2025-06-20
ASTRUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
ASTRUSDT,1763683200000,-0.7869332816279297,0.0001,2025,8h,15,20,15,2.0,1764115200000,True,2025-11-21
ASTRUSDT,1771430400000,0.5568873041068717,0.0001,2026,8h,15,20,15,2.0,1771862400000,True,2026-02-18
ASTRUSDT,1780387200000,2.568662171382535,0.0001,2026,8h,15,20,15,2.0,1780819200000,True,2026-06-02
ATOMUSDT,1593129600000,-1.0,0.0001,2020,8h,15,20,15,2.0,1593561600000,False,2020-06-26
ATOMUSDT,1593273600000,-1.0,0.0001,2020,8h,15,20,15,2.0,1593705600000,False,2020-06-27
ATOMUSDT,1650211200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1650643200000,True,2022-04-17
ATOMUSDT,1650816000000,1.5754673968391826,0.0001,2022,8h,15,20,15,2.0,1651248000000,True,2022-04-24
ATOMUSDT,1651334400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651766400000,True,2022-04-30
ATOMUSDT,1671177600000,0.2376641870549685,0.0001,2022,8h,15,20,15,2.0,1671609600000,True,2022-12-16
ATOMUSDT,1685952000000,6.193937595409398,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
ATOMUSDT,1692115200000,0.9597889240890914,0.0001,2023,8h,15,20,15,2.0,1692547200000,True,2023-08-15
ATOMUSDT,1717776000000,0.5574584345260407,0.00011766,2024,8h,15,20,15,2.0,1718208000000,True,2024-06-07
ATOMUSDT,1719993600000,1.6642565109818226,0.0001,2024,8h,15,20,15,2.0,1720425600000,True,2024-07-03
ATOMUSDT,1721692800000,-0.5142207449661352,0.0001,2024,8h,15,20,15,2.0,1722124800000,True,2024-07-23
ATOMUSDT,1725408000000,0.7388445229734054,0.0001,2024,8h,15,20,15,2.0,1725840000000,True,2024-09-04
ATOMUSDT,1728547200000,-1.0,0.0001,2024,8h,15,20,15,2.0,1728979200000,True,2024-10-10
ATOMUSDT,1729872000000,-0.0935251336692182,0.0001,2024,8h,15,20,15,2.0,1730304000000,False,2024-10-25
ATOMUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
ATOMUSDT,1759824000000,3.5240836985136696,0.0001,2025,8h,15,20,15,2.0,1760256000000,True,2025-10-07
ATOMUSDT,1769673600000,0.771317550091954,0.0001,2026,8h,15,20,15,2.0,1770105600000,True,2026-01-29
AUCTIONUSDT,1712851200000,2.1894171932111965,0.00013709,2024,8h,15,20,15,2.0,1713283200000,True,2024-04-11
AVAAIUSDT,1756742400000,-0.0646799914510462,0.00024119,2025,8h,15,20,15,2.0,1757174400000,True,2025-09-01
AVAAIUSDT,1757923200000,-1.0,0.00057759,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
AVAAIUSDT,1758499200000,0.1592802688432869,0.00034736,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
AVAAIUSDT,1759219200000,-1.0,0.00013941,2025,8h,15,20,15,2.0,1759651200000,True,2025-09-30
AVAAIUSDT,1759996800000,1.8880168846161076,0.00020125,2025,8h,15,20,15,2.0,1760428800000,True,2025-10-09
AVAAIUSDT,1763683200000,-1.0,0.0002719,2025,8h,15,20,15,2.0,1764115200000,True,2025-11-21
AVAAIUSDT,1764950400000,-1.0,0.00039231,2025,8h,15,20,15,2.0,1765382400000,True,2025-12-05
AVAAIUSDT,1765238400000,0.8795503725885547,0.00023363,2025,8h,15,20,15,2.0,1765670400000,True,2025-12-09
AVAAIUSDT,1768780800000,-1.0,0.00032343,2026,8h,15,20,15,2.0,1769212800000,True,2026-01-19
AVAAIUSDT,1771804800000,-1.0,0.00016218,2026,8h,15,20,15,2.0,1772236800000,True,2026-02-23
AVAAIUSDT,1772899200000,-0.5682469267633856,0.00019514,2026,8h,15,20,15,2.0,1773331200000,True,2026-03-07
AVAAIUSDT,1773820800000,0.3193585885479286,0.00014474,2026,8h,15,20,15,2.0,1774252800000,True,2026-03-18
AVAXUSDT,1650729600000,0.9996080557503548,0.0001,2022,8h,15,20,15,2.0,1651161600000,True,2022-04-23
AVAXUSDT,1651334400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651766400000,True,2022-04-30
AVAXUSDT,1658764800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1659196800000,False,2022-07-25
AVAXUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,False,2022-09-06
AVAXUSDT,1664726400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1665158400000,True,2022-10-02
AVAXUSDT,1666195200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1666627200000,True,2022-10-19
AVAXUSDT,1670774400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1671206400000,False,2022-12-11
AVAXUSDT,1671206400000,-0.0187900029295606,0.0001,2022,8h,15,20,15,2.0,1671638400000,True,2022-12-16
AVAXUSDT,1685520000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685952000000,True,2023-05-31
AVAXUSDT,1686355200000,-0.1154397417330391,0.0001,2023,8h,15,20,15,2.0,1686787200000,True,2023-06-10
AVAXUSDT,1692115200000,2.172710960496992,0.0001,2023,8h,15,20,15,2.0,1692547200000,True,2023-08-15
AVAXUSDT,1719993600000,0.6555106232911703,0.0001,2024,8h,15,20,15,2.0,1720425600000,True,2024-07-03
AVAXUSDT,1765785600000,0.1674401932310172,0.0001,2025,8h,15,20,15,2.0,1766217600000,True,2025-12-15
AVAXUSDT,1778832000000,0.4928393539619538,0.0001,2026,8h,15,20,15,2.0,1779264000000,False,2026-05-15
AXSUSDT,1671206400000,-0.2340265949415596,0.0001,2022,8h,15,20,15,2.0,1671638400000,False,2022-12-16
AXSUSDT,1681891200000,1.3156297213899617,0.0001,2023,8h,15,20,15,2.0,1682323200000,False,2023-04-19
AXSUSDT,1720051200000,0.4815642537227785,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
AXSUSDT,1724774400000,0.2673977007636304,0.0001,2024,8h,15,20,15,2.0,1725206400000,True,2024-08-27
AXSUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,False,2025-09-15
AXSUSDT,1759824000000,3.8948261967347744,0.0001,2025,8h,15,20,15,2.0,1760256000000,True,2025-10-07
AXSUSDT,1761782400000,2.0986036350197805,0.0001,2025,8h,15,20,15,2.0,1762214400000,True,2025-10-30
AXSUSDT,1767196800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767628800000,True,2025-12-31
BANDUSDT,1626364800000,1.393462194429489,0.0001,2021,8h,15,20,15,2.0,1626796800000,False,2021-07-15
BANDUSDT,1640707200000,0.1794812677307863,0.0001,2021,8h,15,20,15,2.0,1641139200000,True,2021-12-28
BANDUSDT,1642435200000,3.5578247343716654,0.0001,2022,8h,15,20,15,2.0,1642867200000,True,2022-01-17
BANDUSDT,1647187200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1647619200000,True,2022-03-13
BANDUSDT,1650211200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1650643200000,True,2022-04-17
BANDUSDT,1650844800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651276800000,True,2022-04-25
BANDUSDT,1650988800000,0.6576731845910458,0.0001,2022,8h,15,20,15,2.0,1651420800000,True,2022-04-26
BANDUSDT,1653667200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1654099200000,False,2022-05-27
BANDUSDT,1656547200000,-0.3715343793687946,0.0001,2022,8h,15,20,15,2.0,1656979200000,True,2022-06-30
BANDUSDT,1658764800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1659196800000,True,2022-07-25
BANDUSDT,1660723200000,1.9707323062929567,0.0001,2022,8h,15,20,15,2.0,1661155200000,True,2022-08-17
BANDUSDT,1661529600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1661961600000,True,2022-08-26
BANDUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
BANDUSDT,1663516800000,0.1378366537425717,0.0001,2022,8h,15,20,15,2.0,1663948800000,True,2022-09-18
BANDUSDT,1665388800000,2.0327885618094093,0.0001,2022,8h,15,20,15,2.0,1665820800000,True,2022-10-10
BANDUSDT,1666195200000,-0.32797026160392,0.0001,2022,8h,15,20,15,2.0,1666627200000,True,2022-10-19
