variant,time,event,equity,peak,drawdown_pct,open_positions,long_positions,short_positions,portfolio_heat_pct,effective_cluster_positions,max_same_side,max_per_cluster,max_beta_cluster,cluster_ALT_OTHER,beta_OTHER_BETA,cluster_EXCHANGE,cluster_GAMING,beta_HIGH_CRYPTO_BETA,cluster_BTC_BETA,cluster_L1_L2,cluster_MEME,cluster_DEFI,cluster_AI
ACT4_ATR3,2025-10-21 00:00:00+00:00,entry,10441.748842155197,10520.521244976962,-0.7487500000000034,5,0,5,1.2550251256281408,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,
ACT4_ATR3,2025-10-26 12:00:00+00:00,exit,10415.447539042754,10520.521244976962,-0.9987500000000075,4,0,4,1.0056722768651911,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,,1.0,
ACT4_ATR3,2025-10-26 18:00:00+00:00,entry,10415.447539042754,10520.521244976962,-0.9987500000000075,5,1,4,1.2556722768651913,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,,1.0,
ACT4_ATR3,2025-10-27 00:00:00+00:00,exit,10389.277742445875,10520.521244976962,-1.2475000000000025,4,1,3,1.0069428622060201,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,1.0,,,
ACT4_ATR3,2025-10-27 06:00:00+00:00,exit,10363.107945848995,10520.521244976962,-1.4962499999999976,3,1,2,0.75695722244077,3.0,5,1,3,1.0,1.0,,1.0,2.0,,1.0,,,
ACT4_ATR3,2025-10-28 18:00:00+00:00,exit,10337.069327001387,10520.521244976962,-1.7437531250000053,2,0,2,0.506968402358896,2.0,5,1,3,1.0,1.0,,1.0,1.0,,,,,
ACT4_ATR3,2025-10-28 18:00:00+00:00,entry,10337.069327001387,10520.521244976962,-1.7437531250000053,3,0,3,0.756968402358896,3.0,5,1,3,1.0,1.0,,1.0,2.0,,,1.0,,
ACT4_ATR3,2025-10-30 00:00:00+00:00,entry,10337.069327001387,10520.521244976962,-1.7437531250000053,4,0,4,1.006968402358896,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,1.0,
ACT4_ATR3,2025-10-30 12:00:00+00:00,entry,10337.069327001387,10520.521244976962,-1.7437531250000053,5,0,5,1.2569684023588958,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,
ACT4_ATR3,2025-11-03 12:00:00+00:00,exit,10410.315913513035,10520.521244976962,-1.0475272935411322,4,0,4,0.9973695700259962,4.0,5,1,3,,1.0,1.0,1.0,3.0,,,1.0,1.0,
ACT4_ATR3,2025-11-03 12:00:00+00:00,entry,10410.315913513035,10520.521244976962,-1.0475272935411322,5,0,5,1.2473695700259964,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,
ACT4_ATR3,2025-11-07 12:00:00+00:00,exit,10384.473240195532,10520.521244976962,-1.2931679107286354,4,0,4,1.001614979646993,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,,1.0,
ACT4_ATR3,2025-11-07 18:00:00+00:00,exit,10358.44745041175,10520.521244976962,-1.5405490924947756,3,0,3,0.7528797160075312,3.0,5,1,3,,1.0,1.0,1.0,2.0,,,,1.0,
ACT4_ATR3,2025-11-08 06:00:00+00:00,entry,10358.44745041175,10520.521244976962,-1.5405490924947756,4,1,3,1.0028797160075311,4.0,5,1,3,,1.0,1.0,1.0,3.0,,1.0,,1.0,
ACT4_ATR3,2025-11-08 06:00:00+00:00,entry,10358.44745041175,10520.521244976962,-1.5405490924947756,5,2,3,1.2528797160075313,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,,1.0,
ACT4_ATR3,2025-11-09 12:00:00+00:00,exit,10332.604777094246,10520.521244976962,-1.7861897096822787,4,2,2,1.0059052477494814,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,1.0,,,
ACT4_ATR3,2025-11-10 00:00:00+00:00,entry,10332.604777094246,10520.521244976962,-1.7861897096822787,5,3,2,1.2559052477494816,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,,1.0,
ACT4_ATR3,2025-11-10 18:00:00+00:00,exit,10413.58783496513,10520.521244976962,-1.016426919558645,4,2,2,0.9980826524843217,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,1.0,,,
ACT4_ATR3,2025-11-10 18:00:00+00:00,entry,10413.58783496513,10520.521244976962,-1.016426919558645,5,3,2,1.2480826524843218,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,,1.0,
ACT4_ATR3,2025-11-11 18:00:00+00:00,exit,10387.6917163391,10520.521244976962,-1.2625755468274087,4,2,2,1.0018978949836082,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,,1.0,
ACT4_ATR3,2025-11-11 18:00:00+00:00,exit,10361.657746751687,10520.521244976962,-1.5100344795285194,3,1,2,0.7531622541811934,3.0,5,1,3,1.0,2.0,1.0,1.0,1.0,,,,,
ACT4_ATR3,2025-11-13 12:00:00+00:00,entry,10361.657746751687,10520.521244976962,-1.5100344795285194,4,1,3,1.0031622541811933,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,,,1.0
ACT4_ATR3,2025-11-13 12:00:00+00:00,entry,10361.657746751687,10520.521244976962,-1.5100344795285194,5,1,4,1.2531622541811935,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-13 18:00:00+00:00,exit,10335.761628125658,10520.521244976962,-1.7561831067972828,4,0,4,1.0057533145968613,4.0,5,1,3,,1.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-13 18:00:00+00:00,entry,10335.761628125658,10520.521244976962,-1.7561831067972828,5,0,5,1.2557533145968611,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-14 00:00:00+00:00,exit,10309.922224055344,10520.521244976962,-2.001792649030282,4,0,4,1.0082739995958507,4.0,5,1,3,,1.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-16 12:00:00+00:00,entry,10309.922224055344,10520.521244976962,-2.001792649030282,5,0,5,1.2582739995958507,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-24 12:00:00+00:00,exit,10396.883422950803,10520.521244976962,-1.1752062388086573,4,0,4,0.9991878640960575,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-29 06:00:00+00:00,exit,10371.108617390664,10520.521244976962,-1.4202017571860848,3,0,3,0.7531460206213996,3.0,5,1,3,,,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-11-29 12:00:00+00:00,entry,10371.108617390664,10520.521244976962,-1.4202017571860848,4,0,4,1.0031460206213996,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-01 00:00:00+00:00,entry,10371.108617390664,10520.521244976962,-1.4202017571860848,5,0,5,1.2531460206213996,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-02 06:00:00+00:00,exit,10345.180845847188,10520.521244976962,-1.6666512527931172,4,0,4,1.0056601710490223,4.0,5,1,3,,1.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-02 12:00:00+00:00,exit,10319.253074303711,10520.521244976962,-1.9131007484001497,3,0,3,0.7569306739913563,3.0,5,1,3,,,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-03 00:00:00+00:00,entry,10319.253074303711,10520.521244976962,-1.9131007484001497,4,1,3,1.0069306739913564,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-04 00:00:00+00:00,exit,10293.454941617952,10520.521244976962,-2.1583179965291457,3,0,3,0.7588277433497307,3.0,5,1,3,,,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-04 18:00:00+00:00,entry,10293.454941617952,10520.521244976962,-2.1583179965291457,4,1,3,1.0088277433497308,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-05 12:00:00+00:00,exit,10267.721304263907,10520.521244976962,-2.4029222015378298,3,0,3,0.7607295672679004,3.0,5,1,3,,,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-05 12:00:00+00:00,entry,10267.721304263907,10520.521244976962,-2.4029222015378298,4,0,4,1.0107295672679004,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-09 12:00:00+00:00,entry,10267.721304263907,10520.521244976962,-2.4029222015378298,5,1,4,1.2607295672679004,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-11 00:00:00+00:00,exit,10242.052001003247,10520.521244976962,-2.646914896033987,4,0,4,1.0132627240780958,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-15 12:00:00+00:00,entry,10242.052001003247,10520.521244976962,-2.646914896033987,5,0,5,1.2632627240780958,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-15 18:00:00+00:00,exit,10215.750697890804,10520.521244976962,-2.896914896033991,4,0,4,1.0090567501633463,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2025-12-16 12:00:00+00:00,exit,10190.145567888296,10520.521244976962,-3.140297608793908,3,0,3,0.7603187950383116,3.0,5,1,3,1.0,1.0,,,2.0,,,1.0,,1.0
ACT4_ATR3,2025-12-18 00:00:00+00:00,entry,10190.145567888296,10520.521244976962,-3.140297608793908,4,0,4,1.0103187950383115,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2025-12-19 12:00:00+00:00,exit,10269.166331973176,10520.521244976962,-2.3891868772547378,3,0,3,0.7525796170313803,3.0,5,1,3,,1.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2025-12-19 18:00:00+00:00,exit,10357.644123771737,10520.521244976962,-1.548184898946819,2,0,2,0.49605400294338464,2.0,5,1,3,,1.0,1.0,,1.0,,,1.0,,
ACT4_ATR3,2025-12-21 06:00:00+00:00,entry,10357.644123771737,10520.521244976962,-1.548184898946819,3,1,2,0.7460540029433846,3.0,5,1,3,1.0,2.0,1.0,,1.0,,,1.0,,
ACT4_ATR3,2025-12-21 12:00:00+00:00,exit,10331.750013462308,10520.521244976962,-1.7943144366994523,2,0,2,0.49729724605853093,2.0,5,1,3,,1.0,1.0,,1.0,,,1.0,,
ACT4_ATR3,2025-12-22 12:00:00+00:00,exit,10306.274649542587,10520.521244976962,-2.0364636926774664,1,0,1,0.25134343152817973,1.0,5,1,3,,,,,1.0,,,1.0,,
ACT4_ATR3,2025-12-22 12:00:00+00:00,entry,10306.274649542587,10520.521244976962,-2.0364636926774664,2,1,1,0.5013434315281797,2.0,5,1,3,1.0,1.0,,,1.0,,,1.0,,
ACT4_ATR3,2025-12-22 12:00:00+00:00,entry,10306.274649542587,10520.521244976962,-2.0364636926774664,3,2,1,0.7513434315281797,3.0,5,1,3,1.0,1.0,,1.0,2.0,,,1.0,,
ACT4_ATR3,2025-12-25 18:00:00+00:00,entry,10306.274649542587,10520.521244976962,-2.0364636926774664,4,2,2,1.0013434315281797,4.0,5,1,3,1.0,1.0,,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-25 18:00:00+00:00,entry,10306.274649542587,10520.521244976962,-2.0364636926774664,5,2,3,1.2513434315281797,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,,1.0,,1.0
ACT4_ATR3,2025-12-26 06:00:00+00:00,exit,10280.508962918731,10520.521244976962,-2.2813725334457664,4,2,2,1.0038530641886514,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,1.0,,
ACT4_ATR3,2025-12-27 18:00:00+00:00,entry,10280.508962918731,10520.521244976962,-2.2813725334457664,5,3,2,1.2538530641886514,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2025-12-28 06:00:00+00:00,exit,10254.743276294876,10520.521244976962,-2.5262813742140664,4,2,2,1.0057471673650047,4.0,5,1,3,,1.0,1.0,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2025-12-28 06:00:00+00:00,exit,10228.97758967102,10520.521244976962,-2.771190214982366,3,2,1,0.7563913667790223,3.0,5,1,3,,,,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2025-12-29 12:00:00+00:00,exit,10203.276317263722,10520.521244976962,-3.0154867836487576,2,1,1,0.5064043095972169,2.0,5,1,3,,,,1.0,2.0,,,1.0,,
ACT4_ATR3,2025-12-29 12:00:00+00:00,entry,10203.276317263722,10520.521244976962,-3.0154867836487576,3,1,2,0.7564043095972168,3.0,5,1,3,1.0,1.0,,1.0,2.0,,,1.0,,
ACT4_ATR3,2025-12-31 12:00:00+00:00,entry,10203.276317263722,10520.521244976962,-3.0154867836487576,4,1,3,1.006404309597217,4.0,5,1,3,1.0,1.0,,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2026-01-01 12:00:00+00:00,exit,10177.768126470562,10520.521244976962,-3.257948066689641,3,1,2,0.7583000597465833,3.0,5,1,3,1.0,1.0,,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-01 18:00:00+00:00,exit,10152.259935677403,10520.521244976962,-3.5004093497305244,2,1,1,0.5089490548715748,2.0,5,1,3,,,,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-01 18:00:00+00:00,entry,10152.259935677403,10520.521244976962,-3.5004093497305244,3,2,1,0.7589490548715748,3.0,5,1,3,1.0,1.0,,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-02 12:00:00+00:00,entry,10152.259935677403,10520.521244976962,-3.5004093497305244,4,3,1,1.0089490548715747,4.0,5,1,3,1.0,1.0,,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2026-01-02 12:00:00+00:00,entry,10152.259935677403,10520.521244976962,-3.5004093497305244,5,4,1,1.2589490548715747,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2026-01-13 18:00:00+00:00,exit,10203.415344825342,10520.521244976962,-3.0141652943576647,4,3,1,1.003890630807954,4.0,5,1,3,,1.0,1.0,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2026-01-13 18:00:00+00:00,entry,10203.415344825342,10520.521244976962,-3.0141652943576647,5,4,1,1.253890630807954,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,
ACT4_ATR3,2026-01-15 12:00:00+00:00,exit,10306.200332524902,10520.521244976962,-2.037170093206054,4,3,1,0.9951195967764266,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-15 12:00:00+00:00,exit,10280.69179416284,10520.521244976962,-2.279634679970153,3,2,1,0.7494678604573755,3.0,5,1,3,,1.0,1.0,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-16 06:00:00+00:00,entry,10280.69179416284,10520.521244976962,-2.279634679970153,4,3,1,0.9994678604573753,4.0,5,1,3,1.0,2.0,1.0,1.0,2.0,,,1.0,,
ACT4_ATR3,2026-01-17 06:00:00+00:00,entry,10280.69179416284,10520.521244976962,-2.279634679970153,5,4,1,1.2494678604573755,4.999999999999999,5,1,3,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,,
ACT4_ATR3,2026-01-19 00:00:00+00:00,exit,10254.926107538984,10520.521244976962,-2.524543520738453,4,3,1,1.0013553691176271,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,1.0,,
ACT4_ATR3,2026-01-19 00:00:00+00:00,exit,10229.224378053577,10520.521244976962,-2.7688444340385243,3,2,1,0.7526135007523302,3.0,5,1,3,,1.0,1.0,,2.0,1.0,,1.0,,
ACT4_ATR3,2026-01-19 00:00:00+00:00,entry,10229.224378053577,10520.521244976962,-2.7688444340385243,4,2,2,1.0026135007523302,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,1.0,,
ACT4_ATR3,2026-01-19 00:00:00+00:00,entry,10229.224378053577,10520.521244976962,-2.7688444340385243,5,2,3,1.2526135007523305,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-01-20 06:00:00+00:00,exit,10203.52264856817,10520.521244976962,-3.013145347338596,4,1,3,1.0038779706213954,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2026-01-20 12:00:00+00:00,entry,10203.52264856817,10520.521244976962,-3.013145347338596,5,1,4,1.2538779706213956,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-01-21 00:00:00+00:00,exit,10178.141998728977,10520.521244976962,-3.2543943239642665,4,0,4,1.0076404209272662,4.0,5,1,3,1.0,1.0,,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-01-30 00:00:00+00:00,entry,10178.141998728977,10520.521244976962,-3.2543943239642665,5,0,5,1.2576404209272662,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-01-31 12:00:00+00:00,exit,10265.177544155884,10520.521244976962,-2.4271012326788726,4,0,4,0.9946275460830967,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,,,1.0
ACT4_ATR3,2026-01-31 12:00:00+00:00,entry,10265.177544155884,10520.521244976962,-2.4271012326788726,5,0,5,1.2446275460830967,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,,1.0,1.0
ACT4_ATR3,2026-02-01 06:00:00+00:00,exit,10239.60448321075,10520.521244976962,-2.6701791215937845,4,0,4,0.9979893910094035,4.0,5,1,3,,1.0,1.0,,3.0,1.0,,,1.0,1.0
ACT4_ATR3,2026-02-01 06:00:00+00:00,exit,10213.941539350359,10520.521244976962,-2.914111368512094,3,0,3,0.7492428096298288,3.0,5,1,3,,1.0,1.0,,2.0,1.0,,,,1.0
ACT4_ATR3,2026-02-01 12:00:00+00:00,entry,10213.941539350359,10520.521244976962,-2.914111368512094,4,1,3,0.9992428096298288,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,,,1.0
ACT4_ATR3,2026-02-01 18:00:00+00:00,exit,10188.406685501983,10520.521244976962,-3.156826090090813,3,0,3,0.751120611157723,3.0,5,1,3,,1.0,1.0,,2.0,1.0,,,,1.0
ACT4_ATR3,2026-02-03 00:00:00+00:00,entry,10188.406685501983,10520.521244976962,-3.156826090090813,4,1,3,1.001120611157723,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,,,1.0
ACT4_ATR3,2026-02-05 12:00:00+00:00,entry,10188.406685501983,10520.521244976962,-3.156826090090813,5,1,4,1.251120611157723,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-02-06 12:00:00+00:00,exit,10277.701051198836,10520.521244976962,-2.3080623870614936,4,1,3,0.99142983959304,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,,1.0,,
ACT4_ATR3,2026-02-06 12:00:00+00:00,exit,10557.822401742273,10557.822401742273,0.0,3,1,2,0.7235146180497103,3.0,5,1,3,1.0,2.0,1.0,,1.0,,,1.0,,
ACT4_ATR3,2026-02-06 12:00:00+00:00,exit,10713.036916709274,10713.036916709274,0.0,2,1,1,0.4755144019718154,2.0,5,1,3,1.0,1.0,,,1.0,,,1.0,,
ACT4_ATR3,2026-02-06 12:00:00+00:00,exit,10687.56589999552,10713.036916709274,-0.23775720098590417,1,1,0,0.23832383306067506,1.0,5,1,3,1.0,1.0,,,,,,,,
ACT4_ATR3,2026-02-11 06:00:00+00:00,entry,10687.56589999552,10713.036916709274,-0.23775720098590417,2,1,1,0.4883238330606751,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-02-11 06:00:00+00:00,entry,10687.56589999552,10713.036916709274,-0.23775720098590417,3,1,2,0.738323833060675,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,1.0,,
ACT4_ATR3,2026-02-11 06:00:00+00:00,entry,10687.56589999552,10713.036916709274,-0.23775720098590417,4,1,3,0.9883238330606751,4.0,5,1,3,1.0,1.0,,,3.0,,1.0,1.0,,1.0
ACT4_ATR3,2026-02-11 06:00:00+00:00,entry,10687.56589999552,10713.036916709274,-0.23775720098590417,5,1,4,1.238323833060675,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,,1.0,1.0,,1.0
ACT4_ATR3,2026-02-12 06:00:00+00:00,exit,10660.846985245531,10713.036916709274,-0.4871628079834363,4,1,3,0.9908008351485466,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2026-02-12 12:00:00+00:00,entry,10660.846985245531,10713.036916709274,-0.4871628079834363,5,1,4,1.2408008351485464,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0
ACT4_ATR3,2026-02-13 06:00:00+00:00,exit,10634.194867782417,10713.036916709274,-0.7359449009634824,4,1,3,0.9932840452617008,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,1.0,,1.0
ACT4_ATR3,2026-02-13 12:00:00+00:00,exit,10607.475953032428,10713.036916709274,-0.9853505079610146,3,1,2,0.7438984218594844,3.0,5,1,3,1.0,2.0,1.0,,1.0,,,,,1.0
ACT4_ATR3,2026-02-14 00:00:00+00:00,exit,10580.75703828244,10713.036916709274,-1.2347561149585469,2,1,1,0.4932532830582383,2.0,5,1,3,1.0,2.0,1.0,,,,,,,
ACT4_ATR3,2026-02-14 00:00:00+00:00,exit,10554.038123532451,10713.036916709274,-1.4841617219560792,1,1,0,0.241339062978766,1.0,5,1,3,1.0,1.0,,,,,,,,
ACT4_ATR3,2026-02-14 06:00:00+00:00,entry,10554.038123532451,10713.036916709274,-1.4841617219560792,2,2,0,0.49133906297876606,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-02-15 00:00:00+00:00,entry,10554.038123532451,10713.036916709274,-1.4841617219560792,3,3,0,0.7413390629787661,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,1.0,,
ACT4_ATR3,2026-02-15 00:00:00+00:00,entry,10554.038123532451,10713.036916709274,-1.4841617219560792,4,4,0,0.9913390629787661,4.0,5,1,3,1.0,1.0,,,3.0,,1.0,1.0,1.0,
ACT4_ATR3,2026-02-15 12:00:00+00:00,exit,10527.65302822362,10713.036916709274,-1.7304513176511902,3,3,0,0.7431970556178106,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,,1.0,
ACT4_ATR3,2026-02-17 18:00:00+00:00,exit,10644.29103778256,10713.036916709274,-0.6417029966497257,2,2,0,0.4957605013838052,2.0,5,1,3,,,,,2.0,,1.0,,1.0,
ACT4_ATR3,2026-02-17 18:00:00+00:00,entry,10644.29103778256,10713.036916709274,-0.6417029966497257,3,2,1,0.7457605013838052,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,,1.0,
ACT4_ATR3,2026-02-18 18:00:00+00:00,exit,10617.905942473728,10713.036916709274,-0.8879925923448372,2,1,1,0.4991174643136905,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-02-18 18:00:00+00:00,entry,10617.905942473728,10713.036916709274,-0.8879925923448372,3,1,2,0.7491174643136904,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,,1.0,
ACT4_ATR3,2026-02-18 18:00:00+00:00,entry,10617.905942473728,10713.036916709274,-0.8879925923448372,4,1,3,0.9991174643136903,4.0,5,1,3,1.0,1.0,,,3.0,,1.0,,1.0,1.0
ACT4_ATR3,2026-02-19 12:00:00+00:00,entry,10617.905942473728,10713.036916709274,-0.8879925923448372,5,1,4,1.2491174643136906,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,,1.0,,1.0,1.0
ACT4_ATR3,2026-02-20 18:00:00+00:00,exit,10591.361177617544,10713.036916709274,-1.1357726108639716,4,1,3,1.0016215181089627,4.0,5,1,3,1.0,1.0,,,3.0,,1.0,,1.0,1.0
ACT4_ATR3,2026-02-23 00:00:00+00:00,entry,10591.361177617544,10713.036916709274,-1.1357726108639716,5,1,4,1.251621518108963,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,,1.0,,1.0,1.0
ACT4_ATR3,2026-02-24 12:00:00+00:00,exit,10564.976082308713,10713.036916709274,-1.3820622065590833,4,0,4,1.0050061583070447,4.0,5,1,3,1.0,2.0,1.0,,2.0,,,,1.0,1.0
ACT4_ATR3,2026-02-24 18:00:00+00:00,entry,10564.976082308713,10713.036916709274,-1.3820622065590833,5,0,5,1.2550061583070447,4.999999999999999,5,1,3,1.0,2.0,1.0,,3.0,,1.0,,1.0,1.0
ACT4_ATR3,2026-02-25 12:00:00+00:00,exit,10538.431317452529,10713.036916709274,-1.6298422250782179,4,0,4,1.006281982640383,4.0,5,1,3,1.0,2.0,1.0,,2.0,,1.0,,,1.0
ACT4_ATR3,2026-02-25 12:00:00+00:00,exit,10511.886552596345,10713.036916709274,-1.8776222435973526,3,0,3,0.7563016433490318,3.0,5,1,3,1.0,2.0,1.0,,1.0,,1.0,,,
ACT4_ATR3,2026-02-25 12:00:00+00:00,exit,10485.408149652301,10713.036916709274,-2.124782812070188,2,0,2,0.5056853013584067,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-02-25 12:00:00+00:00,exit,10458.99570944653,10713.036916709274,-2.3713276565537873,1,0,1,0.25442908988309154,1.0,5,1,3,1.0,1.0,,,,,,,,
ACT4_ATR3,2026-02-25 18:00:00+00:00,entry,10458.99570944653,10713.036916709274,-2.3713276565537873,2,0,2,0.5044290898830915,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-02-28 06:00:00+00:00,entry,10458.99570944653,10713.036916709274,-2.3713276565537873,3,0,3,0.7544290898830915,3.0,5,1,3,1.0,1.0,,,2.0,,1.0,1.0,,
ACT4_ATR3,2026-02-28 06:00:00+00:00,entry,10458.99570944653,10713.036916709274,-2.3713276565537873,4,0,4,1.0044290898830917,4.0,5,1,3,1.0,1.0,,,3.0,1.0,1.0,1.0,,
ACT4_ATR3,2026-02-28 18:00:00+00:00,exit,10432.848220172913,10713.036916709274,-2.615399337412408,3,0,3,0.7563198896071094,3.0,5,1,3,1.0,1.0,,,2.0,1.0,1.0,,,
ACT4_ATR3,2026-02-28 18:00:00+00:00,exit,10406.700730899296,10713.036916709274,-2.859471018271029,2,0,2,0.5069639094302427,2.0,5,1,3,1.0,1.0,,,1.0,,1.0,,,
ACT4_ATR3,2026-03-02 12:00:00+00:00,entry,10406.700730899296,10713.036916709274,-2.859471018271029,3,1,2,0.7569639094302428,3.0,5,1,3,1.0,2.0,1.0,,1.0,,1.0,,,
ACT4_ATR3,2026-03-04 06:00:00+00:00,entry,10406.700730899296,10713.036916709274,-2.859471018271029,4,2,2,1.006963909430243,4.0,5,1,3,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT4_ATR3,2026-03-07 18:00:00+00:00,exit,10380.683979072048,10713.036916709274,-3.102322340725352,3,1,2,0.7588610620854565,3.0,5,1,3,1.0,2.0,1.0,,1.0,,1.0,,,
