symbol,timeframe,datetime,side,entry_time,entry_price,initial_stop,current_stop,old_stop,stop_changed,breakeven_active,chandelier_active,be_activated_this_bar,chand_activated_this_bar,chandelier_candidate,mfe_r,mae_r,close,high,low,atr
TIA/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,0.4456,0.47027142857142856,0.47027142857142856,0.47027142857142856,False,False,False,False,False,,0.11349160393746255,-0.38911407064273296,0.4497,0.4523,0.4432,0.01231428571428571
TON/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-18 16:00:00+00:00,1.432,1.503,1.503,1.503,False,False,False,False,False,,0.16901408450704244,-0.9718309859154926,1.451,1.462,1.45,0.02121428571428576
TRUMP/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,4.923,5.0647142857142855,5.0647142857142855,5.0647142857142855,False,False,False,False,False,,0.007056451612905575,-0.3104838709677388,4.948,4.967,4.922,0.0706428571428572
UNI/USDT,4h,2025-12-23 08:00:00+00:00,LONG,2025-12-20 12:00:00+00:00,6.054,5.574857142857143,5.574857142857143,5.574857142857143,False,False,False,False,False,,0.9308288610614184,-0.5175909361955877,5.865,6.077,5.806,0.20742857142857168
XLM/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-12 12:00:00+00:00,0.2364,0.25434285714285715,0.2364,0.2364,False,True,False,False,False,,1.8670382165605097,-0.24522292993630504,0.2181,0.2184,0.2143,0.0039928571428571435
XPL/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.1255,0.13494285714285714,0.13494285714285714,0.13494285714285714,False,False,False,False,False,,0.23298033282904598,-0.11649016641452226,0.1258,0.1266,0.1233,0.0041357142857142894
XRP/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.8812,1.934257142857143,1.934257142857143,1.934257142857143,False,False,False,False,False,,0.1036618201400118,-0.47119009154550134,1.9054,1.9062,1.8757,0.026935714285714316
ZBT/USDT,4h,2025-12-23 08:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,0.0715,0.07518571428571427,0.07518571428571427,0.07518571428571427,False,False,False,False,False,,0.08139534883720795,-0.16279069767441967,0.0721,0.0721,0.0712,0.0017285714285714265
ZEC/USDT,4h,2025-12-23 08:00:00+00:00,LONG,2025-12-19 16:00:00+00:00,440.94,404.60571428571427,404.60571428571427,404.60571428571427,False,False,False,False,False,,0.4637493119446416,-0.815758433592828,418.16,421.87,411.3,12.731428571428568
AAVE/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-21 20:00:00+00:00,165.15,173.60857142857142,164.20999999999998,164.20999999999998,False,True,True,False,False,165.29,2.064178348251986,-0.16905928052693886,150.36,153.15,147.69,5.71
ASTER/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-16 16:00:00+00:00,0.759,0.8337142857142856,0.759,0.759,False,True,False,False,False,,1.4053537284894853,-0.5621414913957947,0.683,0.703,0.654,0.022714285714285694
BFUSD/USDT,4h,2025-12-23 12:00:00+00:00,LONG,2025-12-11 08:00:00+00:00,0.9994,0.9990142857142857,0.9990142857142857,0.9990142857142857,False,False,False,False,False,,0.2592592592595364,-0.7777777777777458,0.9994,0.9994,0.9993,0.00015000000000008656
BIO/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-18 00:00:00+00:00,0.0417,0.044814285714285716,0.044814285714285716,0.044814285714285716,False,False,False,False,False,,0.5137614678899096,-0.8990825688073384,0.0411,0.0419,0.0405,0.00105
DOGS/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,4.1e-05,4.2800000000000004e-05,4.2800000000000004e-05,4.2800000000000004e-05,False,False,False,False,False,,0.7222222222222201,-0.2777777777777767,4.03e-05,4.06e-05,3.97e-05,9.142857142857142e-07
ENA/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.2025,0.21200000000000002,0.2025,0.21200000000000002,True,True,False,True,False,,1.0105263157894768,-0.031578947368420505,0.197,0.201,0.1929,0.0051642857142857185
FF/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.10951,0.11507428571428571,0.0970342857142857,0.0970342857142857,False,True,True,False,False,0.09774214285714285,3.481129653401796,-0.08985879332477541,0.09288,0.09426,0.09145,0.0023507142857142815
KITE/USDT,4h,2025-12-23 12:00:00+00:00,LONG,2025-12-20 16:00:00+00:00,0.0913,0.08617142857142858,0.08617142857142858,0.08617142857142858,False,False,False,False,False,,0.42896935933147506,-0.7019498607242352,0.0892,0.0904,0.0883,0.00245
LAYER/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1813,0.19654285714285713,0.1813,0.1813,False,True,False,False,False,,1.5679475164011223,-0.24273664479850093,0.1599,0.1612,0.1577,0.004142857142857147
LUNC/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-14 04:00:00+00:00,4.244e-05,4.788e-05,4.244e-05,4.244e-05,False,True,False,False,False,,1.1654411764705876,-0.3051470588235296,3.918e-05,3.945e-05,3.855e-05,1.1400000000000003e-06
NOT/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.000541,0.0005768571428571428,0.000541,0.000541,False,True,False,False,False,,1.8127490039840637,-0.11155378486055743,0.000506,0.000515,0.0005,1.3071428571428587e-05
OSMO/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.0649,0.06857142857142857,0.05255,0.05255,False,True,True,False,False,0.05297142857142858,4.221789883268478,-0.21789883268482335,0.0501,0.0511,0.0497,0.001157142857142858
PENDLE/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.766,1.8657142857142857,1.8657142857142857,1.8657142857142857,False,False,False,False,False,,0.8022922636103165,-0.010028653295127843,1.701,1.744,1.686,0.049928571428571385
PUMP/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.001848,0.0019642857142857144,0.001848,0.0019642857142857144,True,True,False,True,False,,1.264127764127765,-0.051597051597051025,0.001741,0.00179,0.001701,6.478571428571423e-05
SAGA/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.0643,0.06948571428571429,0.0643,0.0643,False,True,False,False,False,,1.7548209366391159,-0.07713498622589476,0.0568,0.0578,0.0558,0.001635714285714285
SAHARA/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.02612,0.027395714285714287,0.027395714285714287,0.027395714285714287,False,False,False,False,False,,0.5487122060470321,-0.0705487122060469,0.02589,0.02616,0.02542,0.0005507142857142853
SAPIEN/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1384,0.15254285714285712,0.1384,0.1384,False,True,False,False,False,,1.5767676767676775,-0.31111111111111234,0.1166,0.1211,0.1161,0.0048714285714285726
SOL/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-17 16:00:00+00:00,122.39,130.19714285714286,130.19714285714286,130.19714285714286,False,False,False,False,False,,0.7057639524245203,-0.8530649588289125,123.37,124.93,122.16,2.2635714285714292
TIA/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,0.4456,0.47027142857142856,0.47027142857142856,0.47027142857142856,False,False,False,False,False,,0.48233931673422203,-0.38911407064273296,0.443,0.4496,0.4337,0.013071428571428567
TON/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-18 16:00:00+00:00,1.432,1.503,1.503,1.503,False,False,False,False,False,,0.16901408450704244,-0.9718309859154926,1.462,1.463,1.444,0.02200000000000005
TRUMP/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,4.923,5.0647142857142855,5.0647142857142855,5.0647142857142855,False,False,False,False,False,,0.15524193548387252,-0.3104838709677388,4.913,4.965,4.901,0.07207142857142859
UNI/USDT,4h,2025-12-23 12:00:00+00:00,LONG,2025-12-20 12:00:00+00:00,6.054,5.574857142857143,5.574857142857143,5.574857142857143,False,False,False,False,False,,0.9308288610614184,-0.8348240906380446,5.736,5.866,5.654,0.20064285714285734
XLM/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-12 12:00:00+00:00,0.2364,0.25434285714285715,0.2364,0.2364,False,True,False,False,False,,1.8670382165605097,-0.24522292993630504,0.2168,0.2187,0.2134,0.004271428571428571
XPL/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.1255,0.13494285714285714,0.13494285714285714,0.13494285714285714,False,False,False,False,False,,0.40242057488653493,-0.24357034795763932,0.126,0.1278,0.1217,0.004435714285714288
XRP/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.8812,1.934257142857143,1.934257142857143,1.934257142857143,False,False,False,False,False,,0.3430263866451261,-0.47119009154550134,1.8815,1.9054,1.863,0.02915714285714288
ZBT/USDT,4h,2025-12-23 12:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,0.0715,0.07518571428571427,0.07518571428571427,0.07518571428571427,False,False,False,False,False,,0.2713178294573648,-0.1899224806201569,0.0721,0.0722,0.0705,0.0017928571428571416
ZEC/USDT,4h,2025-12-23 12:00:00+00:00,LONG,2025-12-19 16:00:00+00:00,440.94,404.60571428571427,404.60571428571427,404.60571428571427,False,False,False,False,False,,0.4637493119446416,-0.8416293150900364,416.01,419.59,410.36,12.92214285714285
AAVE/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-21 20:00:00+00:00,165.15,173.60857142857142,164.20999999999998,164.20999999999998,False,True,True,False,False,164.75357142857143,2.064178348251986,-0.16905928052693886,150.88,151.85,149.31,5.687857142857142
ASTER/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-16 16:00:00+00:00,0.759,0.8337142857142856,0.759,0.759,False,True,False,False,False,,1.4053537284894853,-0.5621414913957947,0.678,0.69,0.67,0.02278571428571426
BFUSD/USDT,4h,2025-12-23 16:00:00+00:00,LONG,2025-12-11 08:00:00+00:00,0.9994,0.9990142857142857,0.9990142857142857,0.9990142857142857,False,False,False,False,False,,0.2592592592595364,-0.7777777777777458,0.9994,0.9994,0.9993,0.00015000000000007865
BIO/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-18 00:00:00+00:00,0.0417,0.044814285714285716,0.044814285714285716,0.044814285714285716,False,False,False,False,False,,0.5137614678899096,-0.8990825688073384,0.0418,0.0423,0.0411,0.0010857142857142856
BNB/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,844.17,864.93,864.93,864.93,False,False,False,False,False,,0.2490366088631968,-0.29190751445087026,841.44,850.23,839.0,10.402142857142849
DOGS/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,4.1e-05,4.2800000000000004e-05,4.2800000000000004e-05,4.2800000000000004e-05,False,False,False,False,False,,0.7222222222222201,-0.2777777777777767,4.07e-05,4.08e-05,4.01e-05,8.714285714285718e-07
DOT/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,1.748,1.8327142857142857,1.8327142857142857,1.8327142857142857,False,False,False,False,False,,0.11804384485666101,-0.33052276559865085,1.76,1.776,1.738,0.043142857142857184
ENA/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.2025,0.21200000000000002,0.2025,0.2025,False,True,False,False,False,,1.0105263157894768,-0.031578947368420505,0.2,0.2006,0.1968,0.00523571428571429
FF/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.10951,0.11507428571428571,0.0970342857142857,0.0970342857142857,False,True,True,False,False,0.09772071428571429,3.481129653401796,-0.08985879332477541,0.09351,0.09445,0.09266,0.002343571428571425
KITE/USDT,4h,2025-12-23 16:00:00+00:00,LONG,2025-12-20 16:00:00+00:00,0.0913,0.08617142857142858,0.08617142857142858,0.08617142857142858,False,False,False,False,False,,0.42896935933147506,-0.7019498607242352,0.0887,0.0895,0.0881,0.0022999999999999995
LAYER/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1813,0.19654285714285713,0.1813,0.1813,False,True,False,False,False,,1.5679475164011223,-0.24273664479850093,0.1622,0.1629,0.1595,0.004121428571428574
LUNC/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-14 04:00:00+00:00,4.244e-05,4.788e-05,4.244e-05,4.244e-05,False,True,False,False,False,,1.1654411764705876,-0.3051470588235296,3.889e-05,3.933e-05,3.863e-05,1.1357142857142858e-06
NOT/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.000541,0.0005768571428571428,0.000541,0.000541,False,True,False,False,False,,1.8127490039840637,-0.11155378486055743,0.000514,0.000515,0.000504,1.335714285714288e-05
OSMO/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.0649,0.06857142857142857,0.05255,0.05255,False,True,True,False,False,0.05303571428571429,4.221789883268478,-0.21789883268482335,0.0511,0.0511,0.0499,0.0011785714285714292
PENDLE/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.766,1.8657142857142857,1.8657142857142857,1.8657142857142857,False,False,False,False,False,,0.902578796561606,-0.010028653295127843,1.709,1.723,1.676,0.05078571428571426
PUMP/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.001848,0.0019642857142857144,0.001848,0.001848,False,True,False,False,False,,1.264127764127765,-0.051597051597051025,0.001711,0.00176,0.001705,6.549999999999995e-05
SAGA/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.0643,0.06948571428571429,0.0643,0.0643,False,True,False,False,False,,1.7548209366391159,-0.07713498622589476,0.0592,0.0593,0.0565,0.0017142857142857133
SAHARA/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.02612,0.027395714285714287,0.027395714285714287,0.027395714285714287,False,False,False,False,False,,0.5487122060470321,-0.9092945128779382,0.02669,0.02728,0.02586,0.000608571428571428
SAPIEN/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1384,0.15254285714285712,0.1384,0.1384,False,True,False,False,False,,1.8242424242424244,-0.31111111111111234,0.1147,0.1172,0.1126,0.004757142857142857
SHIB/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,7.1e-06,7.351428571428572e-06,7.351428571428572e-06,7.351428571428572e-06,False,False,False,False,False,,0.07954545454545375,-0.35795454545454525,7.12e-06,7.19e-06,7.08e-06,1.278571428571429e-07
SOL/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-17 16:00:00+00:00,122.39,130.19714285714286,130.19714285714286,130.19714285714286,False,False,False,False,False,,0.7057639524245203,-0.8530649588289125,123.99,124.94,122.78,2.287857142857143
TAO/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,214.6,225.15714285714284,225.15714285714284,225.15714285714284,False,False,False,False,False,,0.04736129905277404,-0.30311231393775545,214.9,217.8,214.1,5.142857142857143
TIA/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,0.4456,0.47027142857142856,0.47027142857142856,0.47027142857142856,False,False,False,False,False,,0.48233931673422203,-0.38911407064273296,0.4526,0.4543,0.4421,0.013292857142857138
TON/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-18 16:00:00+00:00,1.432,1.503,1.503,1.503,False,False,False,False,False,,0.16901408450704244,-0.9718309859154926,1.477,1.482,1.46,0.022571428571428624
TRUMP/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,4.923,5.0647142857142855,5.0647142857142855,5.0647142857142855,False,False,False,False,False,,0.1834677419354823,-0.3104838709677388,4.949,4.966,4.897,0.07371428571428572
UNI/USDT,4h,2025-12-23 16:00:00+00:00,LONG,2025-12-20 12:00:00+00:00,6.054,5.574857142857143,5.574857142857143,5.574857142857143,False,False,False,False,False,,0.9308288610614184,-0.8348240906380446,5.774,5.835,5.697,0.20007142857142876
VIC/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,0.0845,0.08792857142857144,0.08792857142857144,0.08792857142857144,False,False,False,False,False,,0.058333333333334986,-0.43749999999999617,0.0859,0.086,0.0843,0.0017071428571428574
WLD/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,0.4893,0.5129,0.5129,0.5129,False,False,False,False,False,,0.1652542372881364,-0.32203389830508494,0.4951,0.4969,0.4854,0.011978571428571413
XLM/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-12 12:00:00+00:00,0.2364,0.25434285714285715,0.2364,0.2364,False,True,False,False,False,,1.8670382165605097,-0.24522292993630504,0.217,0.2189,0.215,0.004314285714285715
XPL/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.1255,0.13494285714285714,0.13494285714285714,0.13494285714285714,False,False,False,False,False,,0.40242057488653493,-0.6354009077155824,0.1313,0.1315,0.1259,0.004585714285714288
XRP/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.8812,1.934257142857143,1.934257142857143,1.934257142857143,False,False,False,False,False,,0.3430263866451261,-0.47119009154550134,1.8827,1.894,1.8672,0.02910714285714287
ZBT/USDT,4h,2025-12-23 16:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,0.0715,0.07518571428571427,0.07518571428571427,0.07518571428571427,False,False,False,False,False,,0.2713178294573648,-0.5155038759689962,0.0733,0.0734,0.0717,0.0017857142857142852
ZEC/USDT,4h,2025-12-23 16:00:00+00:00,LONG,2025-12-19 16:00:00+00:00,440.94,404.60571428571427,404.60571428571427,404.60571428571427,False,False,False,False,False,,0.4637493119446416,-0.8416293150900364,416.01,422.82,413.45,12.947142857142852
AAVE/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-21 20:00:00+00:00,165.15,173.60857142857142,164.1,164.20999999999998,True,True,True,False,False,164.1,2.064178348251986,-0.16905928052693886,150.84,152.52,150.12,5.470000000000001
ASTER/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-16 16:00:00+00:00,0.759,0.8337142857142856,0.759,0.759,False,True,False,False,False,,1.4053537284894853,-0.5621414913957947,0.691,0.696,0.676,0.021714285714285686
BFUSD/USDT,4h,2025-12-23 20:00:00+00:00,LONG,2025-12-11 08:00:00+00:00,0.9994,0.9990142857142857,0.9990142857142857,0.9990142857142857,False,False,False,False,False,,0.2592592592595364,-0.7777777777777458,0.9994,0.9994,0.9993,0.00014285714285721434
BIO/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-18 00:00:00+00:00,0.0417,0.044814285714285716,0.044814285714285716,0.044814285714285716,False,False,False,False,False,,0.5137614678899096,-0.8990825688073384,0.0416,0.0423,0.0415,0.001014285714285714
BNB/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,844.17,864.93,864.93,864.93,False,False,False,False,False,,0.2490366088631968,-0.29190751445087026,844.3,847.66,840.2,9.934999999999986
DOGS/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,4.1e-05,4.2800000000000004e-05,4.2800000000000004e-05,4.2800000000000004e-05,False,False,False,False,False,,0.7222222222222201,-0.2777777777777767,4.07e-05,4.1e-05,4.06e-05,7.785714285714296e-07
DOT/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,1.748,1.8327142857142857,1.8327142857142857,1.8327142857142857,False,False,False,False,False,,0.11804384485666101,-0.47217537942664406,1.765,1.788,1.754,0.03985714285714289
ENA/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.2025,0.21200000000000002,0.2025,0.2025,False,True,False,False,False,,1.0105263157894768,-0.031578947368420505,0.2001,0.2023,0.1984,0.004835714285714292
FF/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.10951,0.11507428571428571,0.0970342857142857,0.0970342857142857,False,True,True,False,False,0.09730714285714286,3.481129653401796,-0.08985879332477541,0.0937,0.09482,0.09312,0.002205714285714283
KITE/USDT,4h,2025-12-23 20:00:00+00:00,LONG,2025-12-20 16:00:00+00:00,0.0913,0.08617142857142858,0.08617142857142858,0.08617142857142858,False,False,False,False,False,,0.42896935933147506,-0.8579387186629529,0.088,0.0892,0.0869,0.0023357142857142843
LAYER/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1813,0.19654285714285713,0.1813,0.1813,False,True,False,False,False,,1.5679475164011223,-0.24273664479850093,0.1628,0.1632,0.1614,0.0037571428571428617
LUNC/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-14 04:00:00+00:00,4.244e-05,4.788e-05,4.244e-05,4.244e-05,False,True,False,False,False,,1.1654411764705876,-0.3051470588235296,3.959e-05,3.98e-05,3.883e-05,1.1207142857142853e-06
NOT/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.000541,0.0005768571428571428,0.000541,0.000541,False,True,False,False,False,,1.8127490039840637,-0.11155378486055743,0.000519,0.000523,0.000511,1.2642857142857171e-05
OSMO/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-14 16:00:00+00:00,0.0649,0.06857142857142857,0.05254285714285715,0.05255,True,True,True,False,False,0.05254285714285715,4.221789883268478,-0.21789883268482335,0.0511,0.0517,0.0508,0.0010142857142857156
PENDLE/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.766,1.8657142857142857,1.8657142857142857,1.8657142857142857,False,False,False,False,False,,0.9527220630372497,-0.010028653295127843,1.69,1.712,1.671,0.04821428571428569
PUMP/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.001848,0.0019642857142857144,0.001848,0.001848,False,True,False,False,False,,1.264127764127765,-0.051597051597051025,0.001732,0.001743,0.001706,6.199999999999996e-05
SAGA/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-15 12:00:00+00:00,0.0643,0.06948571428571429,0.0643,0.0643,False,True,False,False,False,,1.7548209366391159,-0.07713498622589476,0.0594,0.0598,0.0585,0.0015928571428571413
SAHARA/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.02612,0.027395714285714287,0.027395714285714287,0.027395714285714287,False,False,False,False,False,,0.5487122060470321,-0.9092945128779382,0.02681,0.02694,0.02654,0.0005649999999999993
SAPIEN/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-15 16:00:00+00:00,0.1384,0.15254285714285712,0.1384,0.1384,False,True,False,False,False,,1.8242424242424244,-0.31111111111111234,0.1156,0.116,0.1131,0.004642857142857142
SHIB/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,7.1e-06,7.351428571428572e-06,7.351428571428572e-06,7.351428571428572e-06,False,False,False,False,False,,0.07954545454545375,-0.35795454545454525,7.12e-06,7.19e-06,7.08e-06,1.207142857142857e-07
SOL/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-17 16:00:00+00:00,122.39,130.19714285714286,130.19714285714286,130.19714285714286,False,False,False,False,False,,0.7057639524245203,-0.8530649588289125,124.01,125.65,123.46,2.2542857142857153
TAO/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,214.6,225.15714285714284,225.15714285714284,225.15714285714284,False,False,False,False,False,,0.28416779431664424,-0.3788903924221923,214.4,218.6,211.6,5.157142857142858
TIA/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-22 16:00:00+00:00,0.4456,0.47027142857142856,0.47027142857142856,0.47027142857142856,False,False,False,False,False,,0.48233931673422203,-0.5917776491024899,0.4492,0.4602,0.4446,0.012692857142857136
TON/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-18 16:00:00+00:00,1.432,1.503,1.503,1.503,False,False,False,False,False,,0.16901408450704244,-0.9718309859154926,1.484,1.488,1.473,0.021142857142857192
TRUMP/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,4.923,5.0647142857142855,5.0647142857142855,5.0647142857142855,False,False,False,False,False,,0.1834677419354823,-0.4868951612903218,4.949,4.992,4.944,0.06821428571428571
UNI/USDT,4h,2025-12-23 20:00:00+00:00,LONG,2025-12-20 12:00:00+00:00,6.054,5.574857142857143,5.574857142857143,5.574857142857143,False,False,False,False,False,,0.9308288610614184,-0.8348240906380446,5.81,5.833,5.743,0.18035714285714308
VIC/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,0.0845,0.08792857142857144,0.08792857142857144,0.08792857142857144,False,False,False,False,False,,0.058333333333334986,-0.6124999999999972,0.0861,0.0866,0.0853,0.0015428571428571433
WLD/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 12:00:00+00:00,0.4893,0.5129,0.5129,0.5129,False,False,False,False,False,,0.1652542372881364,-0.5338983050847464,0.4929,0.5019,0.4913,0.01134285714285713
XLM/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-12 12:00:00+00:00,0.2364,0.25434285714285715,0.2364,0.2364,False,True,False,False,False,,1.8670382165605097,-0.24522292993630504,0.2173,0.219,0.2163,0.0040642857142857165
XPL/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 00:00:00+00:00,0.1255,0.13494285714285714,0.13494285714285714,0.13494285714285714,False,False,False,False,False,,0.40242057488653493,-0.8472012102874432,0.1301,0.1335,0.1298,0.004371428571428573
XRP/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,1.8812,1.934257142857143,1.934257142857143,1.934257142857143,False,False,False,False,False,,0.3430263866451261,-0.47119009154550134,1.8734,1.895,1.8718,0.0276357142857143
ZBT/USDT,4h,2025-12-23 20:00:00+00:00,SHORT,2025-12-23 04:00:00+00:00,0.0715,0.07518571428571427,0.07518571428571427,0.07518571428571427,False,False,False,False,False,,0.2713178294573648,-1.1937984496124046,0.0745,0.0759,0.0731,0.0017428571428571421
ZEC/USDT,4h,2025-12-23 20:00:00+00:00,LONG,2025-12-19 16:00:00+00:00,440.94,404.60571428571427,404.60571428571427,404.60571428571427,False,False,False,False,False,,0.4637493119446416,-0.8416293150900364,417.41,421.05,414.64,12.737142857142853
AAVE/USDT,4h,2025-12-24 00:00:00+00:00,SHORT,2025-12-21 20:00:00+00:00,165.15,173.60857142857142,164.1,164.1,False,True,True,False,False,164.26714285714286,2.064178348251986,-0.16905928052693886,149.9,151.83,148.89,5.5257142857142885
ASTER/USDT,4h,2025-12-24 00:00:00+00:00,SHORT,2025-12-16 16:00:00+00:00,0.759,0.8337142857142856,0.759,0.759,False,True,False,False,False,,1.4053537284894853,-0.5621414913957947,0.684,0.696,0.673,0.02221428571428568
