timeframe,filter_mode,bb_n,std_mult,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
4h,ema200_price_above,15,2.5,10,3.0,77,0.4286,0.0475,1.1832,5.88,3.66
4h,ema200_price_above,15,2.5,10,4.0,77,0.4286,0.0142,1.0656,5.9,1.09
4h,ema200_price_above,15,2.5,15,2.0,75,0.2933,-0.0661,0.8762,18.06,-4.96
4h,ema200_price_above,15,2.5,15,3.0,75,0.3067,-0.0344,0.911,11.89,-2.58
4h,ema200_price_above,15,2.5,15,4.0,75,0.3067,-0.0598,0.8151,9.42,-4.49
4h,ema200_price_above,15,2.5,20,2.0,74,0.2297,-0.3402,0.4833,26.18,-25.17
4h,ema200_price_above,15,2.5,20,3.0,74,0.2568,-0.2292,0.5308,17.59,-16.96
4h,ema200_price_above,15,2.5,20,4.0,74,0.2568,-0.2019,0.4906,15.16,-14.94
4h,ema200_price_above,15,2.5,25,2.0,71,0.169,-0.4096,0.4118,29.86,-29.08
4h,ema200_price_above,15,2.5,25,3.0,71,0.2113,-0.2853,0.4723,21.68,-20.26
4h,ema200_price_above,15,2.5,25,4.0,71,0.2113,-0.2585,0.4256,19.17,-18.35
4h,ema200_price_above,15,3.0,10,2.0,7,0.4286,0.2431,1.4255,1.0,1.7
4h,ema200_price_above,15,3.0,10,3.0,7,0.4286,0.0608,1.1261,1.0,0.43
4h,ema200_price_above,15,3.0,10,4.0,7,0.4286,0.0159,1.0406,0.73,0.11
4h,ema200_price_above,15,3.0,15,2.0,7,0.4286,1.0667,2.8667,1.0,7.47
4h,ema200_price_above,15,3.0,15,3.0,7,0.5714,0.7324,2.709,1.0,5.13
4h,ema200_price_above,15,3.0,15,4.0,7,0.5714,0.539,2.6243,0.68,3.77
4h,ema200_price_above,15,3.0,20,2.0,7,0.4286,0.8061,2.4107,1.0,5.64
4h,ema200_price_above,15,3.0,20,3.0,7,0.5714,0.6145,2.4337,1.0,4.3
4h,ema200_price_above,15,3.0,20,4.0,7,0.5714,0.4257,2.1936,0.81,2.98
4h,ema200_price_above,15,3.0,25,2.0,7,0.2857,0.5646,1.9681,1.84,3.95
4h,ema200_price_above,15,3.0,25,3.0,7,0.4286,0.5246,2.2022,1.05,3.67
4h,ema200_price_above,15,3.0,25,4.0,7,0.4286,0.3347,1.8667,1.04,2.34
4h,ema200_price_above,20,1.5,10,2.0,383,0.4151,0.0298,1.093,17.78,11.41
4h,ema200_price_above,20,1.5,10,3.0,371,0.4313,0.0213,1.0939,12.4,7.91
4h,ema200_price_above,20,1.5,10,4.0,369,0.4309,0.0087,1.0491,10.04,3.22
4h,ema200_price_above,20,1.5,15,2.0,350,0.3743,0.0003,1.0006,22.93,0.09
4h,ema200_price_above,20,1.5,15,3.0,327,0.3976,-0.004,0.9875,18.42,-1.32
4h,ema200_price_above,20,1.5,15,4.0,323,0.4056,-0.0012,0.9952,12.97,-0.38
4h,ema200_price_above,20,1.5,20,2.0,330,0.3909,-0.0602,0.8747,32.15,-19.86
4h,ema200_price_above,20,1.5,20,3.0,308,0.4221,-0.0561,0.845,22.88,-17.28
4h,ema200_price_above,20,1.5,20,4.0,301,0.4186,-0.0446,0.8389,17.93,-13.44
4h,ema200_price_above,20,1.5,25,2.0,316,0.3639,-0.1038,0.8011,42.61,-32.79
4h,ema200_price_above,20,1.5,25,3.0,295,0.4068,-0.0834,0.7894,31.72,-24.61
4h,ema200_price_above,20,1.5,25,4.0,286,0.4126,-0.0735,0.7688,27.17,-21.03
4h,ema200_price_above,20,2.0,10,2.0,201,0.4975,0.1189,1.3648,6.79,23.9
4h,ema200_price_above,20,2.0,10,3.0,198,0.5152,0.0742,1.3157,5.11,14.7
4h,ema200_price_above,20,2.0,10,4.0,195,0.5179,0.0453,1.2403,4.02,8.84
4h,ema200_price_above,20,2.0,15,2.0,195,0.4,0.0756,1.1798,10.97,14.75
4h,ema200_price_above,20,2.0,15,3.0,191,0.4188,0.0439,1.1448,7.23,8.38
4h,ema200_price_above,20,2.0,15,4.0,188,0.4202,0.0227,1.0941,5.66,4.27
4h,ema200_price_above,20,2.0,20,2.0,191,0.377,-0.0798,0.8402,23.25,-15.24
4h,ema200_price_above,20,2.0,20,3.0,186,0.4032,-0.0728,0.8026,17.62,-13.54
4h,ema200_price_above,20,2.0,20,4.0,183,0.4153,-0.0647,0.778,13.9,-11.83
4h,ema200_price_above,20,2.0,25,2.0,182,0.3352,-0.1003,0.817,27.61,-18.25
4h,ema200_price_above,20,2.0,25,3.0,176,0.358,-0.1014,0.7608,24.93,-17.84
4h,ema200_price_above,20,2.0,25,4.0,173,0.3584,-0.0929,0.7252,20.39,-16.07
4h,ema200_price_above,20,2.5,10,2.0,82,0.4756,0.1604,1.4605,10.96,13.15
4h,ema200_price_above,20,2.5,10,3.0,82,0.4878,0.0896,1.3321,6.51,7.35
4h,ema200_price_above,20,2.5,10,4.0,80,0.4875,0.053,1.2417,5.66,4.24
4h,ema200_price_above,20,2.5,15,2.0,81,0.3457,0.0548,1.1232,12.79,4.44
4h,ema200_price_above,20,2.5,15,3.0,81,0.358,0.0315,1.0932,7.96,2.55
4h,ema200_price_above,20,2.5,15,4.0,79,0.3671,0.0093,1.0337,6.56,0.73
4h,ema200_price_above,20,2.5,20,2.0,80,0.3,-0.1794,0.6765,16.4,-14.35
4h,ema200_price_above,20,2.5,20,3.0,80,0.325,-0.1198,0.7104,10.33,-9.58
4h,ema200_price_above,20,2.5,20,4.0,78,0.3205,-0.1129,0.6659,9.26,-8.81
4h,ema200_price_above,20,2.5,25,2.0,79,0.2911,-0.2206,0.6219,18.66,-17.43
4h,ema200_price_above,20,2.5,25,3.0,79,0.3291,-0.1397,0.682,11.31,-11.03
4h,ema200_price_above,20,2.5,25,4.0,77,0.3247,-0.1324,0.6333,9.99,-10.2
4h,ema200_price_above,20,3.0,10,2.0,15,0.2667,-0.5675,0.2261,8.77,-8.51
4h,ema200_price_above,20,3.0,10,3.0,15,0.2667,-0.5381,0.1704,7.91,-8.07
4h,ema200_price_above,20,3.0,10,4.0,15,0.2667,-0.4954,0.1434,7.06,-7.43
4h,ema200_price_above,20,3.0,15,2.0,15,0.2,-0.6909,0.0905,9.52,-10.36
4h,ema200_price_above,20,3.0,15,3.0,15,0.2,-0.6652,0.0645,9.09,-9.98
4h,ema200_price_above,20,3.0,15,4.0,15,0.2,-0.6213,0.0524,8.4,-9.32
4h,ema200_price_above,20,3.0,20,2.0,15,0.1333,-0.7533,0.0908,10.3,-11.3
4h,ema200_price_above,20,3.0,20,3.0,15,0.1333,-0.7137,0.0657,9.71,-10.71
4h,ema200_price_above,20,3.0,20,4.0,15,0.1333,-0.6292,0.0564,8.44,-9.44
4h,ema200_price_above,20,3.0,25,2.0,15,0.0667,-0.7302,0.1125,9.95,-10.95
4h,ema200_price_above,20,3.0,25,3.0,15,0.0667,-0.6865,0.0825,9.3,-10.3
4h,ema200_price_above,20,3.0,25,4.0,15,0.0667,-0.5937,0.0723,7.91,-8.91
4h,ema200_price_above,25,1.5,10,2.0,304,0.4375,0.0588,1.1743,9.39,17.87
4h,ema200_price_above,25,1.5,10,3.0,293,0.4539,0.0448,1.1933,6.18,13.12
4h,ema200_price_above,25,1.5,10,4.0,290,0.4552,0.0194,1.104,5.39,5.64
4h,ema200_price_above,25,1.5,15,2.0,283,0.3816,0.0232,1.053,16.46,6.56
4h,ema200_price_above,25,1.5,15,3.0,268,0.403,0.0185,1.0587,12.9,4.96
4h,ema200_price_above,25,1.5,15,4.0,263,0.403,0.0013,1.0054,9.79,0.35
4h,ema200_price_above,25,1.5,20,2.0,267,0.4007,-0.0333,0.931,22.87,-8.89
4h,ema200_price_above,25,1.5,20,3.0,252,0.4325,-0.0248,0.9287,16.22,-6.26
4h,ema200_price_above,25,1.5,20,4.0,244,0.4467,-0.0253,0.9052,11.0,-6.17
4h,ema200_price_above,25,1.5,25,2.0,256,0.375,-0.058,0.891,26.67,-14.84
4h,ema200_price_above,25,1.5,25,3.0,242,0.4174,-0.021,0.9468,21.79,-5.09
4h,ema200_price_above,25,1.5,25,4.0,233,0.4335,-0.0366,0.8837,15.78,-8.54
4h,ema200_price_above,25,2.0,10,2.0,163,0.5092,0.1812,1.5886,5.92,29.53
4h,ema200_price_above,25,2.0,10,3.0,161,0.5155,0.099,1.4239,3.48,15.94
4h,ema200_price_above,25,2.0,10,4.0,159,0.522,0.0607,1.3165,4.12,9.66
4h,ema200_price_above,25,2.0,15,2.0,158,0.4114,0.0086,1.0208,14.25,1.36
4h,ema200_price_above,25,2.0,15,3.0,156,0.4359,-0.0055,0.9816,11.78,-0.86
4h,ema200_price_above,25,2.0,15,4.0,154,0.4351,-0.0213,0.9131,10.66,-3.28
4h,ema200_price_above,25,2.0,20,2.0,156,0.3526,-0.127,0.7509,30.41,-19.82
4h,ema200_price_above,25,2.0,20,3.0,153,0.3791,-0.1038,0.7246,21.8,-15.88
4h,ema200_price_above,25,2.0,20,4.0,151,0.3974,-0.0879,0.7041,17.22,-13.28
4h,ema200_price_above,25,2.0,25,2.0,152,0.3158,-0.1155,0.7912,38.08,-17.56
4h,ema200_price_above,25,2.0,25,3.0,148,0.3514,-0.1344,0.6847,32.08,-19.9
4h,ema200_price_above,25,2.0,25,4.0,146,0.3562,-0.1178,0.6533,26.08,-17.19
4h,ema200_price_above,25,2.5,10,2.0,62,0.4032,-0.0371,0.9115,12.31,-2.3
4h,ema200_price_above,25,2.5,10,3.0,62,0.4194,-0.041,0.8727,8.01,-2.54
4h,ema200_price_above,25,2.5,10,4.0,60,0.4333,-0.0438,0.8326,6.47,-2.63
4h,ema200_price_above,25,2.5,15,2.0,62,0.3548,-0.2431,0.4883,17.88,-15.07
4h,ema200_price_above,25,2.5,15,3.0,62,0.4032,-0.1449,0.5943,11.67,-8.98
4h,ema200_price_above,25,2.5,15,4.0,60,0.4,-0.1317,0.5539,9.67,-7.9
4h,ema200_price_above,25,2.5,20,2.0,62,0.1935,-0.5501,0.1598,33.11,-34.11
4h,ema200_price_above,25,2.5,20,3.0,62,0.2258,-0.3537,0.2628,22.31,-21.93
4h,ema200_price_above,25,2.5,20,4.0,60,0.2333,-0.2928,0.2502,17.85,-17.57
4h,ema200_price_above,25,2.5,25,2.0,61,0.1967,-0.5615,0.2104,33.51,-34.25
4h,ema200_price_above,25,2.5,25,3.0,61,0.2623,-0.3619,0.3266,23.79,-22.08
4h,ema200_price_above,25,2.5,25,4.0,59,0.2542,-0.3085,0.3049,19.4,-18.2
4h,ema200_price_above,25,3.0,10,2.0,17,0.2941,-0.3768,0.3519,6.36,-6.41
4h,ema200_price_above,25,3.0,10,3.0,17,0.2941,-0.3389,0.287,5.85,-5.76
4h,ema200_price_above,25,3.0,10,4.0,17,0.2941,-0.2938,0.2583,5.06,-4.99
4h,ema200_price_above,25,3.0,15,2.0,17,0.2353,-0.5759,0.1667,8.79,-9.79
4h,ema200_price_above,25,3.0,15,3.0,17,0.2941,-0.4132,0.2029,7.45,-7.02
4h,ema200_price_above,25,3.0,15,4.0,17,0.2941,-0.3505,0.1837,6.28,-5.96
4h,ema200_price_above,25,3.0,20,2.0,17,0.1765,-0.6575,0.1074,10.18,-11.18
4h,ema200_price_above,25,3.0,20,3.0,17,0.2353,-0.4896,0.1753,8.39,-8.32
4h,ema200_price_above,25,3.0,20,4.0,17,0.2353,-0.404,0.1619,6.89,-6.87
4h,ema200_price_above,25,3.0,25,2.0,17,0.1176,-0.6402,0.1321,9.88,-10.88
4h,ema200_price_above,25,3.0,25,3.0,17,0.1765,-0.4375,0.2497,7.85,-7.44
4h,ema200_price_above,25,3.0,25,4.0,17,0.1765,-0.3555,0.235,6.3,-6.04
4h,ema200_price_above,30,1.5,10,2.0,263,0.4449,0.1302,1.4192,7.98,34.25
4h,ema200_price_above,30,1.5,10,3.0,258,0.4612,0.0869,1.3974,4.63,22.42
4h,ema200_price_above,30,1.5,10,4.0,255,0.4667,0.0559,1.3178,3.9,14.26
4h,ema200_price_above,30,1.5,15,2.0,241,0.4232,0.029,1.0678,13.38,6.98
4h,ema200_price_above,30,1.5,15,3.0,228,0.4386,0.0158,1.0518,9.19,3.61
4h,ema200_price_above,30,1.5,15,4.0,225,0.4356,-0.0015,0.994,7.66,-0.33
4h,ema200_price_above,30,1.5,20,2.0,227,0.3877,-0.0497,0.898,20.35,-11.28
4h,ema200_price_above,30,1.5,20,3.0,211,0.3981,-0.0559,0.8445,16.84,-11.8
4h,ema200_price_above,30,1.5,20,4.0,207,0.401,-0.0586,0.7967,15.75,-12.13
4h,ema200_price_above,30,1.5,25,2.0,215,0.3442,-0.07,0.8714,21.19,-15.04
4h,ema200_price_above,30,1.5,25,3.0,201,0.3731,-0.0691,0.8345,21.82,-13.89
4h,ema200_price_above,30,1.5,25,4.0,197,0.3858,-0.0634,0.8055,18.92,-12.49
4h,ema200_price_above,30,2.0,10,2.0,121,0.4545,0.1049,1.3166,7.92,12.69
4h,ema200_price_above,30,2.0,10,3.0,119,0.4538,0.0419,1.1656,6.33,4.99
4h,ema200_price_above,30,2.0,10,4.0,117,0.4615,0.0197,1.096,4.73,2.31
4h,ema200_price_above,30,2.0,15,2.0,116,0.3448,-0.1633,0.657,23.39,-18.94
4h,ema200_price_above,30,2.0,15,3.0,114,0.3596,-0.1282,0.6239,17.2,-14.61
4h,ema200_price_above,30,2.0,15,4.0,112,0.3571,-0.1178,0.5786,14.93,-13.2
4h,ema200_price_above,30,2.0,20,2.0,113,0.2655,-0.3562,0.4001,43.93,-40.25
4h,ema200_price_above,30,2.0,20,3.0,110,0.2818,-0.2519,0.4073,30.43,-27.71
4h,ema200_price_above,30,2.0,20,4.0,108,0.287,-0.2131,0.3829,25.06,-23.01
4h,ema200_price_above,30,2.0,25,2.0,111,0.2252,-0.4687,0.2781,56.52,-52.03
4h,ema200_price_above,30,2.0,25,3.0,108,0.2778,-0.3399,0.301,39.66,-36.71
4h,ema200_price_above,30,2.0,25,4.0,106,0.2736,-0.2827,0.2827,32.2,-29.97
4h,ema200_price_above,30,2.5,10,2.0,47,0.5319,0.3061,1.9836,3.5,14.39
4h,ema200_price_above,30,2.5,10,3.0,47,0.5319,0.1611,1.6434,3.28,7.57
4h,ema200_price_above,30,2.5,10,4.0,47,0.5319,0.0881,1.3995,3.16,4.14
4h,ema200_price_above,30,2.5,15,2.0,47,0.383,-0.0283,0.9353,8.3,-1.33
4h,ema200_price_above,30,2.5,15,3.0,47,0.383,-0.0459,0.856,6.47,-2.16
4h,ema200_price_above,30,2.5,15,4.0,47,0.383,-0.0585,0.7777,5.73,-2.75
4h,ema200_price_above,30,2.5,20,2.0,47,0.2553,-0.3373,0.4476,19.71,-15.85
4h,ema200_price_above,30,2.5,20,3.0,47,0.2766,-0.2848,0.4136,15.96,-13.38
4h,ema200_price_above,30,2.5,20,4.0,47,0.2766,-0.2518,0.3743,13.76,-11.83
4h,ema200_price_above,30,2.5,25,2.0,47,0.2553,-0.2904,0.5294,19.1,-13.65
4h,ema200_price_above,30,2.5,25,3.0,47,0.2979,-0.2268,0.5237,14.08,-10.66
4h,ema200_price_above,30,2.5,25,4.0,47,0.2979,-0.2154,0.4648,12.6,-10.12
4h,ema200_price_above,30,3.0,10,2.0,12,0.25,-0.4698,0.2938,5.62,-5.64
4h,ema200_price_above,30,3.0,10,3.0,12,0.25,-0.4012,0.2451,4.63,-4.81
4h,ema200_price_above,30,3.0,10,4.0,12,0.25,-0.3599,0.2135,4.18,-4.32
4h,ema200_price_above,30,3.0,15,2.0,12,0.0833,-0.815,0.0163,8.78,-9.78
4h,ema200_price_above,30,3.0,15,3.0,12,0.0833,-0.6096,0.0145,6.73,-7.32
4h,ema200_price_above,30,3.0,15,4.0,12,0.0833,-0.5049,0.0132,5.62,-6.06
4h,ema200_price_above,30,3.0,20,2.0,12,0.0,-0.9524,0.0,10.43,-11.43
4h,ema200_price_above,30,3.0,20,3.0,12,0.0,-0.8333,0.0,9.0,-10.0
4h,ema200_price_above,30,3.0,20,4.0,12,0.0,-0.668,0.0,7.23,-8.02
4h,ema200_price_above,30,3.0,25,2.0,12,0.0,-0.9383,0.0,10.26,-11.26
4h,ema200_price_above,30,3.0,25,3.0,12,0.0,-0.8249,0.0,8.9,-9.9
4h,ema200_price_above,30,3.0,25,4.0,12,0.0,-0.6976,0.0,7.56,-8.37
