timeframe,filter_mode,bb_n,std_mult,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
1d,ema200_price_above,15,2.5,10,4.0,119,0.4874,0.1077,1.6017,5.76,12.82
1d,ema200_price_above,15,2.5,15,2.0,119,0.4454,0.2122,1.4876,15.82,25.25
1d,ema200_price_above,15,2.5,15,3.0,118,0.4746,0.142,1.457,8.81,16.76
1d,ema200_price_above,15,2.5,15,4.0,118,0.5085,0.1374,1.6332,6.11,16.21
1d,ema200_price_above,15,2.5,20,2.0,118,0.3644,0.0965,1.1844,15.04,11.39
1d,ema200_price_above,15,2.5,20,3.0,117,0.4103,0.0444,1.1144,11.45,5.19
1d,ema200_price_above,15,2.5,20,4.0,117,0.453,0.084,1.3057,7.4,9.82
1d,ema200_price_above,15,2.5,25,2.0,116,0.2931,0.0339,1.0603,21.64,3.93
1d,ema200_price_above,15,2.5,25,3.0,115,0.3739,0.0241,1.0578,12.59,2.77
1d,ema200_price_above,15,2.5,25,4.0,114,0.4035,0.0714,1.2388,7.82,8.14
1d,ema200_price_above,15,3.0,10,2.0,17,0.4118,-0.0715,0.8205,2.88,-1.22
1d,ema200_price_above,15,3.0,10,3.0,17,0.4706,-0.041,0.8657,2.2,-0.7
1d,ema200_price_above,15,3.0,10,4.0,17,0.5294,0.063,1.3944,1.05,1.07
1d,ema200_price_above,15,3.0,15,2.0,17,0.4706,-0.0031,0.993,3.51,-0.05
1d,ema200_price_above,15,3.0,15,3.0,17,0.5294,-0.0158,0.9542,2.68,-0.27
1d,ema200_price_above,15,3.0,15,4.0,17,0.6471,0.144,1.8411,1.19,2.45
1d,ema200_price_above,15,3.0,20,2.0,17,0.4118,-0.1824,0.6178,3.98,-3.1
1d,ema200_price_above,15,3.0,20,3.0,17,0.4706,-0.1409,0.6327,2.99,-2.4
1d,ema200_price_above,15,3.0,20,4.0,17,0.5294,0.0055,1.0245,1.67,0.09
1d,ema200_price_above,15,3.0,25,2.0,17,0.2941,-0.3069,0.3696,5.07,-5.22
1d,ema200_price_above,15,3.0,25,3.0,17,0.3529,-0.1962,0.4783,3.24,-3.33
1d,ema200_price_above,15,3.0,25,4.0,17,0.4118,-0.0503,0.7843,1.92,-0.86
1d,ema200_price_above,20,1.5,10,2.0,575,0.4504,-0.0168,0.9549,24.74,-9.63
1d,ema200_price_above,20,1.5,10,3.0,543,0.4733,-0.0157,0.9399,15.64,-8.54
1d,ema200_price_above,20,1.5,10,4.0,531,0.4821,-0.0005,0.9972,7.21,-0.28
1d,ema200_price_above,20,1.5,15,2.0,547,0.4132,-0.0254,0.9407,33.93,-13.87
1d,ema200_price_above,20,1.5,15,3.0,514,0.4436,-0.0158,0.9471,21.51,-8.11
1d,ema200_price_above,20,1.5,15,4.0,500,0.458,-0.0116,0.9492,18.32,-5.82
1d,ema200_price_above,20,1.5,20,2.0,521,0.3724,0.0204,1.0422,19.62,10.64
1d,ema200_price_above,20,1.5,20,3.0,482,0.4108,0.0045,1.0127,14.95,2.17
1d,ema200_price_above,20,1.5,20,4.0,466,0.4292,0.0106,1.0394,9.95,4.96
1d,ema200_price_above,20,1.5,25,2.0,483,0.3168,0.0602,1.1115,32.3,29.06
1d,ema200_price_above,20,1.5,25,3.0,453,0.362,0.0247,1.0613,27.95,11.2
1d,ema200_price_above,20,1.5,25,4.0,435,0.377,0.0263,1.084,18.15,11.46
1d,ema200_price_above,20,2.0,10,2.0,301,0.4751,0.1283,1.3732,15.07,38.61
1d,ema200_price_above,20,2.0,10,3.0,288,0.5069,0.1028,1.4613,9.2,29.6
1d,ema200_price_above,20,2.0,10,4.0,282,0.5142,0.0773,1.4525,7.69,21.81
1d,ema200_price_above,20,2.0,15,2.0,296,0.4595,0.0837,1.2046,18.57,24.78
1d,ema200_price_above,20,2.0,15,3.0,282,0.5071,0.0816,1.3027,9.05,23.01
1d,ema200_price_above,20,2.0,15,4.0,276,0.5181,0.0585,1.2732,7.69,16.16
1d,ema200_price_above,20,2.0,20,2.0,286,0.3706,0.0064,1.013,23.44,1.83
1d,ema200_price_above,20,2.0,20,3.0,270,0.4222,0.0197,1.0593,14.21,5.32
1d,ema200_price_above,20,2.0,20,4.0,265,0.4377,0.0097,1.0361,11.1,2.58
1d,ema200_price_above,20,2.0,25,2.0,273,0.3114,-0.0326,0.9408,32.21,-8.9
1d,ema200_price_above,20,2.0,25,3.0,253,0.3755,-0.0091,0.9765,15.85,-2.3
1d,ema200_price_above,20,2.0,25,4.0,249,0.3976,-0.0024,0.9923,10.15,-0.59
1d,ema200_price_above,20,2.5,10,2.0,101,0.4752,-0.0246,0.9277,9.31,-2.48
1d,ema200_price_above,20,2.5,10,3.0,101,0.5347,0.0464,1.2519,5.71,4.69
1d,ema200_price_above,20,2.5,10,4.0,101,0.5545,0.052,1.4143,3.71,5.25
1d,ema200_price_above,20,2.5,15,2.0,101,0.505,-0.0139,0.9636,11.2,-1.41
1d,ema200_price_above,20,2.5,15,3.0,100,0.54,0.0304,1.1279,5.46,3.04
1d,ema200_price_above,20,2.5,15,4.0,100,0.57,0.0469,1.2806,3.49,4.69
1d,ema200_price_above,20,2.5,20,2.0,100,0.37,-0.2,0.6009,22.78,-20.0
1d,ema200_price_above,20,2.5,20,3.0,98,0.449,-0.0774,0.7483,11.75,-7.59
1d,ema200_price_above,20,2.5,20,4.0,98,0.4796,-0.0047,0.9779,7.77,-0.47
1d,ema200_price_above,20,2.5,25,2.0,97,0.2371,-0.3796,0.3498,38.05,-36.82
1d,ema200_price_above,20,2.5,25,3.0,95,0.3158,-0.2223,0.4353,21.94,-21.12
1d,ema200_price_above,20,2.5,25,4.0,95,0.3368,-0.1193,0.5889,15.16,-11.33
1d,ema200_price_above,20,3.0,10,2.0,26,0.6154,0.1619,2.142,2.41,4.21
1d,ema200_price_above,20,3.0,10,3.0,26,0.6154,0.0823,1.685,2.27,2.14
1d,ema200_price_above,20,3.0,10,4.0,26,0.6538,0.0971,2.3698,1.1,2.53
1d,ema200_price_above,20,3.0,15,2.0,26,0.6538,0.212,2.0884,2.35,5.51
1d,ema200_price_above,20,3.0,15,3.0,26,0.6538,0.1147,1.7334,2.23,2.98
1d,ema200_price_above,20,3.0,15,4.0,26,0.6923,0.1473,2.513,1.17,3.83
1d,ema200_price_above,20,3.0,20,2.0,26,0.4231,-0.1324,0.6057,5.04,-3.44
1d,ema200_price_above,20,3.0,20,3.0,26,0.4231,-0.0979,0.5808,3.27,-2.54
1d,ema200_price_above,20,3.0,20,4.0,26,0.4615,-0.0321,0.8063,1.75,-0.83
1d,ema200_price_above,20,3.0,25,2.0,26,0.3077,-0.213,0.3956,5.98,-5.54
1d,ema200_price_above,20,3.0,25,3.0,26,0.3077,-0.1822,0.3378,4.86,-4.74
1d,ema200_price_above,20,3.0,25,4.0,26,0.3462,-0.1052,0.4901,3.43,-2.74
1d,ema200_price_above,25,1.5,10,2.0,447,0.4228,0.0077,1.0212,22.41,3.46
1d,ema200_price_above,25,1.5,10,3.0,426,0.4484,0.0031,1.0122,13.28,1.33
1d,ema200_price_above,25,1.5,10,4.0,416,0.4519,0.0022,1.0112,9.85,0.91
1d,ema200_price_above,25,1.5,15,2.0,422,0.4028,0.0126,1.0298,21.09,5.33
1d,ema200_price_above,25,1.5,15,3.0,400,0.435,0.0053,1.0175,14.57,2.12
1d,ema200_price_above,25,1.5,15,4.0,389,0.437,-0.0197,0.9215,16.44,-7.65
1d,ema200_price_above,25,1.5,20,2.0,397,0.3703,-0.0007,0.9985,18.14,-0.29
1d,ema200_price_above,25,1.5,20,3.0,369,0.3984,-0.0137,0.9612,14.0,-5.07
1d,ema200_price_above,25,1.5,20,4.0,359,0.4095,-0.035,0.8796,16.21,-12.58
1d,ema200_price_above,25,1.5,25,2.0,382,0.3141,0.0084,1.0153,16.51,3.19
1d,ema200_price_above,25,1.5,25,3.0,354,0.3701,0.0014,1.0034,12.64,0.48
1d,ema200_price_above,25,1.5,25,4.0,344,0.3779,-0.0174,0.9467,12.56,-6.0
1d,ema200_price_above,25,2.0,10,2.0,224,0.5312,0.1797,1.6022,6.25,40.24
1d,ema200_price_above,25,2.0,10,3.0,212,0.5613,0.1336,1.6774,4.92,28.32
1d,ema200_price_above,25,2.0,10,4.0,210,0.5667,0.1042,1.7041,3.68,21.88
1d,ema200_price_above,25,2.0,15,2.0,220,0.5182,0.2325,1.6691,6.57,51.14
1d,ema200_price_above,25,2.0,15,3.0,207,0.5459,0.1683,1.7074,4.43,34.84
1d,ema200_price_above,25,2.0,15,4.0,204,0.5539,0.1353,1.7555,3.65,27.61
1d,ema200_price_above,25,2.0,20,2.0,217,0.4332,0.1684,1.3997,10.67,36.55
1d,ema200_price_above,25,2.0,20,3.0,203,0.4631,0.1195,1.4072,6.29,24.26
1d,ema200_price_above,25,2.0,20,4.0,201,0.4677,0.079,1.3344,6.79,15.88
1d,ema200_price_above,25,2.0,25,2.0,211,0.3649,0.1026,1.2054,17.69,21.65
1d,ema200_price_above,25,2.0,25,3.0,195,0.4154,0.0992,1.2877,7.93,19.34
1d,ema200_price_above,25,2.0,25,4.0,193,0.4145,0.0735,1.2776,8.38,14.19
1d,ema200_price_above,25,2.5,10,2.0,69,0.4928,-0.0294,0.9112,9.96,-2.03
1d,ema200_price_above,25,2.5,10,3.0,69,0.5797,0.0464,1.2486,3.58,3.2
1d,ema200_price_above,25,2.5,10,4.0,68,0.5882,0.0436,1.3132,2.0,2.96
1d,ema200_price_above,25,2.5,15,2.0,69,0.5072,-0.0112,0.971,11.7,-0.78
1d,ema200_price_above,25,2.5,15,3.0,69,0.5507,0.0175,1.0673,4.84,1.21
1d,ema200_price_above,25,2.5,15,4.0,68,0.5735,0.0478,1.2625,3.93,3.25
1d,ema200_price_above,25,2.5,20,2.0,69,0.4058,-0.1337,0.709,15.01,-9.23
1d,ema200_price_above,25,2.5,20,3.0,69,0.4638,-0.093,0.7138,8.89,-6.41
1d,ema200_price_above,25,2.5,20,4.0,68,0.4853,-0.0527,0.781,5.56,-3.58
1d,ema200_price_above,25,2.5,25,2.0,68,0.3088,-0.2006,0.6265,18.75,-13.64
1d,ema200_price_above,25,2.5,25,3.0,68,0.3971,-0.1031,0.7211,10.27,-7.01
1d,ema200_price_above,25,2.5,25,4.0,67,0.4179,-0.0495,0.8188,6.64,-3.32
1d,ema200_price_above,25,3.0,10,2.0,24,0.7083,0.3051,3.2606,2.3,7.32
1d,ema200_price_above,25,3.0,10,3.0,24,0.7083,0.1757,2.4915,2.2,4.22
1d,ema200_price_above,25,3.0,10,4.0,24,0.75,0.2049,7.2752,0.34,4.92
1d,ema200_price_above,25,3.0,15,2.0,24,0.75,0.3293,2.7986,2.38,7.9
1d,ema200_price_above,25,3.0,15,3.0,24,0.75,0.164,1.9232,2.25,3.94
1d,ema200_price_above,25,3.0,15,4.0,24,0.7917,0.1789,2.4666,1.19,4.29
1d,ema200_price_above,25,3.0,20,2.0,24,0.5833,0.1281,1.452,2.37,3.07
1d,ema200_price_above,25,3.0,20,3.0,24,0.5833,0.0159,1.0617,2.24,0.38
1d,ema200_price_above,25,3.0,20,4.0,24,0.625,0.0359,1.1759,1.29,0.86
1d,ema200_price_above,25,3.0,25,2.0,24,0.4583,-0.0287,0.9061,2.47,-0.69
1d,ema200_price_above,25,3.0,25,3.0,24,0.4583,-0.0886,0.6761,2.43,-2.13
1d,ema200_price_above,25,3.0,25,4.0,24,0.5,-0.0428,0.8013,1.62,-1.03
1d,ema200_price_above,30,1.5,10,2.0,373,0.4531,-0.0547,0.8461,29.4,-20.42
1d,ema200_price_above,30,1.5,10,3.0,354,0.4746,-0.0518,0.7973,21.37,-18.35
1d,ema200_price_above,30,1.5,10,4.0,347,0.4841,-0.0341,0.8202,17.78,-11.85
1d,ema200_price_above,30,1.5,15,2.0,345,0.4116,-0.0287,0.9305,20.98,-9.9
1d,ema200_price_above,30,1.5,15,3.0,328,0.436,-0.0266,0.9098,14.13,-8.73
1d,ema200_price_above,30,1.5,15,4.0,320,0.4469,-0.025,0.8921,13.85,-8.01
1d,ema200_price_above,30,1.5,20,2.0,332,0.3705,-0.043,0.9098,26.51,-14.29
1d,ema200_price_above,30,1.5,20,3.0,309,0.3851,-0.0665,0.8164,24.21,-20.54
1d,ema200_price_above,30,1.5,20,4.0,302,0.4007,-0.0584,0.7945,23.05,-17.63
1d,ema200_price_above,30,1.5,25,2.0,321,0.3396,-0.061,0.8837,30.66,-19.57
1d,ema200_price_above,30,1.5,25,3.0,298,0.3758,-0.0759,0.8087,25.87,-22.6
1d,ema200_price_above,30,1.5,25,4.0,292,0.387,-0.0658,0.7898,24.82,-19.23
1d,ema200_price_above,30,2.0,10,2.0,176,0.5227,0.0129,1.0397,11.95,2.27
1d,ema200_price_above,30,2.0,10,3.0,164,0.5732,0.0315,1.1493,8.67,5.17
1d,ema200_price_above,30,2.0,10,4.0,160,0.575,0.026,1.1625,5.28,4.16
1d,ema200_price_above,30,2.0,15,2.0,173,0.5145,0.0387,1.1052,6.58,6.7
1d,ema200_price_above,30,2.0,15,3.0,161,0.559,0.0546,1.2218,6.02,8.79
1d,ema200_price_above,30,2.0,15,4.0,157,0.5669,0.0507,1.2748,2.98,7.96
1d,ema200_price_above,30,2.0,20,2.0,171,0.4444,0.0345,1.0797,9.37,5.9
1d,ema200_price_above,30,2.0,20,3.0,158,0.481,0.033,1.1094,7.43,5.21
1d,ema200_price_above,30,2.0,20,4.0,154,0.4935,0.0097,1.0392,5.82,1.5
1d,ema200_price_above,30,2.0,25,2.0,168,0.3929,0.0359,1.0736,11.61,6.02
1d,ema200_price_above,30,2.0,25,3.0,155,0.4516,0.0505,1.1528,8.98,7.82
1d,ema200_price_above,30,2.0,25,4.0,151,0.4636,0.031,1.1179,7.38,4.68
1d,ema200_price_above,30,2.5,10,2.0,60,0.5167,-0.0202,0.9344,6.71,-1.21
1d,ema200_price_above,30,2.5,10,3.0,59,0.5763,0.0272,1.1497,2.66,1.6
1d,ema200_price_above,30,2.5,10,4.0,58,0.569,0.0204,1.148,2.3,1.18
1d,ema200_price_above,30,2.5,15,2.0,60,0.5,-0.0763,0.8142,7.16,-4.58
1d,ema200_price_above,30,2.5,15,3.0,59,0.5254,-0.0168,0.9348,3.0,-0.99
1d,ema200_price_above,30,2.5,15,4.0,58,0.5172,-0.0201,0.9003,2.94,-1.17
1d,ema200_price_above,30,2.5,20,2.0,60,0.4333,-0.1819,0.613,10.71,-10.91
1d,ema200_price_above,30,2.5,20,3.0,59,0.4746,-0.1088,0.6607,5.88,-6.42
1d,ema200_price_above,30,2.5,20,4.0,58,0.4828,-0.1026,0.6106,5.55,-5.95
1d,ema200_price_above,30,2.5,25,2.0,60,0.35,-0.25,0.5231,14.64,-15.0
1d,ema200_price_above,30,2.5,25,3.0,59,0.4068,-0.149,0.5835,9.39,-8.79
1d,ema200_price_above,30,2.5,25,4.0,58,0.4138,-0.1367,0.553,7.89,-7.93
1d,ema200_price_above,30,3.0,10,2.0,17,0.8235,0.5864,33.9727,0.3,9.97
1d,ema200_price_above,30,3.0,10,3.0,17,0.8235,0.3909,33.9727,0.2,6.65
1d,ema200_price_above,30,3.0,10,4.0,17,0.8235,0.2932,33.9727,0.15,4.98
1d,ema200_price_above,30,3.0,15,2.0,17,0.7647,0.3683,3.6153,1.0,6.26
1d,ema200_price_above,30,3.0,15,3.0,17,0.7647,0.2601,4.2824,1.0,4.42
1d,ema200_price_above,30,3.0,15,4.0,17,0.7647,0.1962,4.3633,0.73,3.34
1d,ema200_price_above,30,3.0,20,2.0,17,0.7647,0.3258,3.1757,1.0,5.54
1d,ema200_price_above,30,3.0,20,3.0,17,0.8235,0.2492,4.1068,1.0,4.24
1d,ema200_price_above,30,3.0,20,4.0,17,0.8235,0.1722,3.3002,1.0,2.93
1d,ema200_price_above,30,3.0,25,2.0,17,0.6471,0.1502,1.85,1.33,2.55
1d,ema200_price_above,30,3.0,25,3.0,17,0.7059,0.1314,2.3387,1.22,2.23
1d,ema200_price_above,30,3.0,25,4.0,17,0.7059,0.0839,1.9494,1.17,1.43
