symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk,bars_held,exit_reason,breakeven_touched,chandelier_touched,mfe_r,mae_r,gross_r,cost_r,net_r,donchian_entry,ema_len,ema_slope_lookback,atr_len,initial_stop_atr_mult,be_trigger_r,chand_activate_r,chand_atr_mult,chand_lookback,source_trade_id,variant,portfolio_entry_time,open_positions_before_entry,skip_reason,portfolio_status
LINK/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,15.23,16.07,13.88,13.88,1.35,22,DONCHIAN_EXIT,False,False,3.740740740740742,-0.3925925925925935,0.6222222222222222,0.02,0.6022222222222222,20,50,10,14,2.0,999.0,4.0,3.0,22,195,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
LTC/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-08-19 00:00:00+00:00,94.85,112.305,87.71857142857142,112.305,7.131428571428572,40,STOP_BE_CHAND,False,True,5.516426282051282,-0.574919871794871,2.447616185897437,0.02,2.427616185897437,20,50,10,14,2.0,999.0,4.0,3.0,22,196,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PENDLE/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-07-31 00:00:00+00:00,4.051,4.035,3.569,3.569,0.4820000000000001,21,DONCHIAN_EXIT,False,False,2.024896265560165,-0.690871369294606,-0.0331950207468879,0.02,-0.0531950207468879,20,50,10,14,2.0,999.0,4.0,3.0,22,197,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PENGU/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-08-06 00:00:00+00:00,0.019108,0.0326247857142857,0.014738,0.0326247857142857,0.00437,27,STOP_BE_CHAND,False,True,6.292906178489703,-0.0350114416475973,3.093085975809087,0.02,3.073085975809087,20,50,10,14,2.0,999.0,4.0,3.0,22,198,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SOL/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,164.34,162.71,148.93714285714287,148.93714285714287,15.402857142857142,22,DONCHIAN_EXIT,False,False,2.7241699128176595,-0.4616026711185318,-0.1058245223520679,0.02,-0.1258245223520679,20,50,10,14,2.0,999.0,4.0,3.0,22,199,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SUI/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,3.4909,3.4592,3.078785714285714,3.078785714285714,0.4121142857142857,22,DONCHIAN_EXIT,False,False,2.311737382140876,-0.4632210205213534,-0.0769204104270656,0.02,-0.0969204104270656,20,50,10,14,2.0,999.0,4.0,3.0,22,200,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
TAO/USDT,1d,LONG,2025-07-10 00:00:00+00:00,2025-07-29 00:00:00+00:00,375.7,383.8,335.5857142857143,335.5857142857143,40.11428571428572,19,DONCHIAN_EXIT,False,False,2.1363960113960108,-0.1695156695156697,0.2019230769230774,0.02,0.1819230769230774,20,50,10,14,2.0,999.0,4.0,3.0,22,201,T5_1D_LONG_max3,2025-07-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ADA/USDT,1d,LONG,2025-07-11 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.7094,0.7141,0.6316857142857143,0.6316857142857143,0.0777142857142857,21,DONCHIAN_EXIT,False,False,2.932536764705882,-0.2702205882352943,0.0604779411764696,0.02,0.0404779411764696,20,50,10,14,2.0,999.0,4.0,3.0,22,202,T5_1D_LONG_max3,2025-07-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2025-07-15 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.3705,0.3147714285714286,0.3147714285714286,0.3147714285714286,0.0557285714285714,9,INITIAL_STOP,False,False,0.3552935144834656,-1.1950781850807486,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,203,T5_1D_LONG_max3,2025-07-15 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
AVAX/USDT,1d,LONG,2025-07-17 00:00:00+00:00,2025-08-01 00:00:00+00:00,23.91,21.42,21.42,21.42,2.489999999999999,15,INITIAL_STOP,False,False,1.3935742971887553,-1.1606425702811252,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,204,T5_1D_LONG_max3,2025-07-17 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DOGE/USDT,1d,LONG,2025-07-18 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.2358,0.2045142857142857,0.2045142857142857,0.2045142857142857,0.0312857142857142,14,INITIAL_STOP,False,False,1.652511415525114,-1.2775799086758,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,205,T5_1D_LONG_max3,2025-07-18 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ENA/USDT,1d,LONG,2025-07-19 00:00:00+00:00,2025-08-19 00:00:00+00:00,0.4338,0.6416428571428572,0.3571142857142857,0.6416428571428572,0.0766857142857142,31,STOP_BE_CHAND,False,True,5.499068554396424,-0.1225782414307007,2.710320417287631,0.02,2.690320417287631,20,50,10,14,2.0,999.0,4.0,3.0,22,206,T5_1D_LONG_max3,2025-07-19 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ATOM/USDT,1d,LONG,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,5.174,4.638857142857144,4.638857142857144,4.638857142857144,0.5351428571428568,3,INITIAL_STOP,False,False,0.2672183662573409,-1.151094500800856,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,207,T5_1D_LONG_max3,2025-07-20 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DASH/USDT,1d,LONG,2025-07-20 00:00:00+00:00,2025-07-24 00:00:00+00:00,25.2,22.661428571428573,22.661428571428573,22.661428571428573,2.538571428571428,4,INITIAL_STOP,False,False,0.2521102982554871,-1.2841868317388856,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,208,T5_1D_LONG_max3,2025-07-20 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
INJ/USDT,1d,LONG,2025-07-20 00:00:00+00:00,2025-07-24 00:00:00+00:00,14.99,12.914285714285716,12.914285714285716,12.914285714285716,2.0757142857142865,4,INITIAL_STOP,False,False,0.3468685478320717,-1.026152787336545,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,209,T5_1D_LONG_max3,2025-07-20 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
FET/USDT,1d,LONG,2025-07-21 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.842,0.7175714285714285,0.7175714285714285,0.7175714285714285,0.1244285714285714,3,INITIAL_STOP,False,False,0.1125143513203215,-1.052812858783008,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,210,T5_1D_LONG_max3,2025-07-21 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
RENDER/USDT,1d,LONG,2025-07-21 00:00:00+00:00,2025-07-24 00:00:00+00:00,4.573,3.955000000000001,3.955000000000001,3.955000000000001,0.618,3,INITIAL_STOP,False,False,0.0954692556634292,-1.2055016181229783,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,211,T5_1D_LONG_max3,2025-07-21 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
WLD/USDT,1d,LONG,2025-07-22 00:00:00+00:00,2025-07-23 00:00:00+00:00,1.397,1.1767142857142858,1.1767142857142858,1.1767142857142858,0.2202857142857142,1,INITIAL_STOP,False,False,0.013618677042801,-1.2256809338521404,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,212,T5_1D_LONG_max3,2025-07-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PENDLE/USDT,1d,LONG,2025-08-08 00:00:00+00:00,2025-08-28 00:00:00+00:00,5.431,4.9,4.637,4.637,0.7940000000000005,20,DONCHIAN_EXIT,False,False,1.0730478589420651,-0.7254408060453391,-0.668765743073047,0.02,-0.688765743073047,20,50,10,14,2.0,999.0,4.0,3.0,22,215,T5_1D_LONG_max3,2025-08-08 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
LINK/USDT,1d,LONG,2025-08-09 00:00:00+00:00,2025-09-01 00:00:00+00:00,21.94,22.51,19.32,19.32,2.62,23,DONCHIAN_EXIT,False,False,2.263358778625954,-0.4198473282442753,0.217557251908397,0.02,0.197557251908397,20,50,10,14,2.0,999.0,4.0,3.0,22,216,T5_1D_LONG_max3,2025-08-09 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
AAVE/USDT,1d,LONG,2025-08-12 00:00:00+00:00,2025-08-18 00:00:00+00:00,322.26,285.9457142857143,285.9457142857143,285.9457142857143,36.31428571428571,6,INITIAL_STOP,False,False,0.5020062942564916,-1.0475216365066868,-0.9999999999999994,0.02,-1.0199999999999994,20,50,10,14,2.0,999.0,4.0,3.0,22,217,T5_1D_LONG_max3,2025-08-12 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ADA/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.9042,0.8014,0.8014,0.8014,0.1027999999999999,19,INITIAL_STOP,False,False,1.1196498054474715,-1.1906614785992216,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,218,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ARB/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-15 00:00:00+00:00,0.5712,0.4936428571428571,0.4936428571428571,0.4936428571428571,0.0775571428571428,2,INITIAL_STOP,False,False,0.0606004789095588,-1.29324000736784,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,219,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
BTC/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,123306.43,117749.14714285714,117749.14714285714,117749.14714285714,5557.282857142853,1,INITIAL_STOP,False,False,0.2100972777549577,-1.102414643538543,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,220,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DASH/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-15 00:00:00+00:00,23.89,21.672857142857143,21.672857142857143,21.672857142857143,2.217142857142857,2,INITIAL_STOP,False,False,0.1623711340206183,-1.0599226804123718,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,221,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
EIGEN/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,1.666,1.416,1.416,1.416,0.25,1,INITIAL_STOP,False,False,0.024,-1.1919999999999993,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,222,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-19 00:00:00+00:00,0.3574,0.3070142857142857,0.3070142857142857,0.3070142857142857,0.0503857142857142,6,INITIAL_STOP,False,False,0.1290048199603063,-1.178905585483414,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,223,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SOL/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-18 00:00:00+00:00,201.51,180.66,180.66,180.66,20.85,5,INITIAL_STOP,False,False,0.4004796163069555,-1.0316546762589922,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,224,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
UNI/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-15 00:00:00+00:00,12.13,10.497000000000002,10.497000000000002,10.497000000000002,1.6329999999999998,2,INITIAL_STOP,False,False,0.1041028781383955,-1.046540110226578,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,225,T5_1D_LONG_max3,2025-08-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
POND/USDT,1d,LONG,2025-08-17 00:00:00+00:00,2025-08-19 00:00:00+00:00,0.01061,0.00941,0.00941,0.00941,0.0011999999999999,2,INITIAL_STOP,False,False,1.491666666666667,-1.2000000000000006,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,226,T5_1D_LONG_max3,2025-08-17 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
AAVE/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-09-01 00:00:00+00:00,345.61,299.5914285714286,299.5914285714286,299.5914285714286,46.01857142857142,10,INITIAL_STOP,False,False,0.8774718281439171,-1.010461614875982,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,228,T5_1D_LONG_max3,2025-08-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ARB/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-09-21 00:00:00+00:00,0.5867,0.4806,0.4651714285714285,0.4651714285714285,0.1215285714285714,30,DONCHIAN_EXIT,False,False,0.3118608205007644,-0.9890678264958268,-0.873045727048313,0.02,-0.893045727048313,20,50,10,14,2.0,999.0,4.0,3.0,22,229,T5_1D_LONG_max3,2025-08-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
BNB/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-10-10 00:00:00+00:00,900.21,1162.4664285714284,825.3371428571429,1162.4664285714284,74.87285714285714,49,STOP_BE_CHAND,False,True,6.007250386369273,-0.9431989467859802,3.502690274942281,0.02,3.482690274942281,20,50,10,14,2.0,999.0,4.0,3.0,22,230,T5_1D_LONG_max3,2025-08-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PHA/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,0.1425,0.1194571428571428,0.1194571428571428,0.1194571428571428,0.0230428571428571,3,INITIAL_STOP,False,False,0.0,-1.5926844389336632,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,231,T5_1D_LONG_max3,2025-08-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
AVAX/USDT,1d,LONG,2025-08-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,26.26,22.59428571428572,22.59428571428572,22.59428571428572,3.665714285714285,48,INITIAL_STOP,False,False,2.70070148090413,-4.839438815276696,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,232,T5_1D_LONG_max3,2025-08-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ENA/USDT,1d,LONG,2025-09-08 00:00:00+00:00,2025-09-19 00:00:00+00:00,0.7816,0.6665714285714285,0.6665714285714285,0.6665714285714285,0.1150285714285714,11,INITIAL_STOP,False,False,0.7919771485345262,-1.104073522106309,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,234,T5_1D_LONG_max3,2025-09-08 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
WLD/USDT,1d,LONG,2025-09-08 00:00:00+00:00,2025-09-22 00:00:00+00:00,1.571,1.3841428571428571,1.3841428571428571,1.3841428571428571,0.1868571428571428,14,INITIAL_STOP,False,False,3.4250764525993884,-1.5680428134556572,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,235,T5_1D_LONG_max3,2025-09-08 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DOGE/USDT,1d,LONG,2025-09-11 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.25603,0.2321514285714285,0.2321514285714285,0.2321514285714285,0.0238785714285714,11,INITIAL_STOP,False,False,2.1278492372120863,-1.0620400837571045,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,236,T5_1D_LONG_max3,2025-09-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2025-09-11 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.3363,0.3020285714285714,0.3020285714285714,0.3020285714285714,0.0342714285714285,11,INITIAL_STOP,False,False,0.6127553147144653,-1.7186327636515228,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,237,T5_1D_LONG_max3,2025-09-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DOT/USDT,1d,LONG,2025-09-12 00:00:00+00:00,2025-09-22 00:00:00+00:00,4.319,4.002,4.002,4.002,0.3170000000000001,10,INITIAL_STOP,False,False,1.776025236593058,-1.570977917981071,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,238,T5_1D_LONG_max3,2025-09-12 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
EIGEN/USDT,1d,LONG,2025-09-13 00:00:00+00:00,2025-09-30 00:00:00+00:00,1.718,1.4674285714285715,1.4674285714285715,1.4674285714285715,0.2505714285714285,17,INITIAL_STOP,False,False,1.5205245153933875,-1.2611174458380847,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,239,T5_1D_LONG_max3,2025-09-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PEPE/USDT,1d,LONG,2025-09-13 00:00:00+00:00,2025-09-15 00:00:00+00:00,1.191e-05,1.0724285714285714e-05,1.0724285714285714e-05,1.0724285714285714e-05,1.1857142857142855e-06,2,INITIAL_STOP,False,False,0.0506024096385551,-1.1385542168674692,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,240,T5_1D_LONG_max3,2025-09-13 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
BTC/USDT,1d,LONG,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,116788.96,112526.63428571427,112526.63428571427,112526.63428571427,4262.325714285712,6,INITIAL_STOP,False,False,0.2606652035709532,-1.1704783572214787,-1.0000000000000016,0.02,-1.0200000000000016,20,50,10,14,2.0,999.0,4.0,3.0,22,241,T5_1D_LONG_max3,2025-09-16 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
NEAR/USDT,1d,LONG,2025-09-18 00:00:00+00:00,2025-09-22 00:00:00+00:00,3.175,2.8562857142857143,2.8562857142857143,2.8562857142857143,0.3187142857142856,4,INITIAL_STOP,False,False,0.5239802779022869,-1.3240699238009854,-0.9999999999999994,0.02,-1.0199999999999994,20,50,10,14,2.0,999.0,4.0,3.0,22,242,T5_1D_LONG_max3,2025-09-18 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
SUI/USDT,1d,LONG,2025-09-18 00:00:00+00:00,2025-09-22 00:00:00+00:00,3.8889,3.5325,3.5325,3.5325,0.3563999999999999,4,INITIAL_STOP,False,False,0.0757575757575761,-1.8347362514029188,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,243,T5_1D_LONG_max3,2025-09-18 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
APT/USDT,1d,LONG,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,5.227,4.714142857142858,4.714142857142858,4.714142857142858,0.5128571428571428,8,INITIAL_STOP,False,False,0.8208913649025058,-8.735376044568246,-0.9999999999999992,0.02,-1.0199999999999994,20,50,10,14,2.0,999.0,4.0,3.0,22,246,T5_1D_LONG_max3,2025-10-02 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
ETH/USDT,1d,LONG,2025-10-06 00:00:00+00:00,2025-10-09 00:00:00+00:00,4684.01,4340.778571428572,4340.778571428572,4340.778571428572,343.23142857142864,3,INITIAL_STOP,False,False,0.2068283790195696,-1.2206050062015623,-0.999999999999999,0.02,-1.019999999999999,20,50,10,14,2.0,999.0,4.0,3.0,22,247,T5_1D_LONG_max3,2025-10-06 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
LTC/USDT,1d,LONG,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,125.9,114.93714285714287,114.93714285714287,114.93714285714287,10.962857142857136,1,INITIAL_STOP,False,False,0.9203805056033368,-6.676179306750068,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,248,T5_1D_LONG_max3,2025-10-09 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
NEAR/USDT,1d,LONG,2025-11-07 00:00:00+00:00,2025-11-14 00:00:00+00:00,2.768,2.318714285714285,2.318714285714285,2.318714285714285,0.4492857142857142,7,INITIAL_STOP,False,False,0.9281399046104936,-1.028298887122416,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,254,T5_1D_LONG_max3,2025-11-07 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
UNI/USDT,1d,LONG,2025-11-10 00:00:00+00:00,2025-11-12 00:00:00+00:00,9.347,7.905714285714286,7.905714285714286,7.905714285714286,1.441285714285714,2,INITIAL_STOP,False,False,0.6612151848547932,-1.2995341460997123,-1.0,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,256,T5_1D_LONG_max3,2025-11-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
CHZ/USDT,1d,LONG,2025-12-30 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.0397,0.0516814285714285,0.0341314285714285,0.0516814285714285,0.0055685714285714,21,STOP_BE_CHAND,False,True,4.424833247819394,-0.0341200615700351,2.1516162134427907,0.02,2.1316162134427907,20,50,10,14,2.0,999.0,4.0,3.0,22,261,T5_1D_LONG_max3,2025-12-30 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
TRX/USDT,1d,LONG,2026-01-03 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.2956,0.297,0.2865857142857143,0.2865857142857143,0.0090142857142857,17,DONCHIAN_EXIT,False,False,2.817749603803488,-0.4992076069730525,0.1553090332805083,0.02,0.1353090332805084,20,50,10,14,2.0,999.0,4.0,3.0,22,262,T5_1D_LONG_max3,2026-01-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
BNB/USDT,1d,LONG,2026-01-04 00:00:00+00:00,2026-01-20 00:00:00+00:00,895.43,884.2,853.0357142857142,853.0357142857142,42.39428571428568,16,DONCHIAN_EXIT,False,False,1.511760345059983,-0.4795457608842148,-0.2648941905917219,0.02,-0.2848941905917219,20,50,10,14,2.0,999.0,4.0,3.0,22,263,T5_1D_LONG_max3,2026-01-04 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
VIRTUAL/USDT,1d,LONG,2026-01-05 00:00:00+00:00,2026-01-13 00:00:00+00:00,1.0924,0.9552285714285716,0.9552285714285716,0.9552285714285716,0.1371714285714285,8,INITIAL_STOP,False,False,0.7727556759008531,-1.0833159758383677,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,264,T5_1D_LONG_max3,2026-01-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
XRP/USDT,1d,LONG,2026-01-05 00:00:00+00:00,2026-01-07 00:00:00+00:00,2.3478,2.1860857142857144,2.1860857142857144,2.1860857142857144,0.1617142857142856,2,INITIAL_STOP,False,False,0.4291519434628971,-1.2126325088339225,-0.999999999999999,0.02,-1.019999999999999,20,50,10,14,2.0,999.0,4.0,3.0,22,265,T5_1D_LONG_max3,2026-01-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DASH/USDT,1d,LONG,2026-05-04 00:00:00+00:00,2026-05-16 00:00:00+00:00,47.49,41.75571428571429,41.75571428571429,41.75571428571429,5.734285714285711,12,INITIAL_STOP,False,False,1.8485301444942712,-1.218983557548581,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,278,T5_1D_LONG_max3,2026-05-04 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
DOGS/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-06 00:00:00+00:00,6.18e-05,5.185714285714286e-05,5.185714285714286e-05,5.185714285714286e-05,9.94285714285714e-06,1,INITIAL_STOP,False,False,0.6738505747126438,-1.076149425287356,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,279,T5_1D_LONG_max3,2026-05-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
MORPHO/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-13 00:00:00+00:00,2.222,2.003285714285714,2.003285714285714,2.003285714285714,0.2187142857142857,8,INITIAL_STOP,False,False,0.6538210320052262,-1.138471587197909,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,280,T5_1D_LONG_max3,2026-05-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PENDLE/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-20 00:00:00+00:00,1.969,1.7142857142857144,1.7142857142857144,1.7142857142857144,0.2547142857142858,15,INITIAL_STOP,False,False,0.9108244531688164,-1.0521592821088053,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,281,T5_1D_LONG_max3,2026-05-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
PENGU/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-12 00:00:00+00:00,0.011044,0.009518,0.0092804285714285,0.0092804285714285,0.0017635714285714,7,DONCHIAN_EXIT,False,False,0.1672742000810045,-0.9066828675577157,-0.8652895909275008,0.02,-0.8852895909275008,20,50,10,14,2.0,999.0,4.0,3.0,22,282,T5_1D_LONG_max3,2026-05-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
TON/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-10 00:00:00+00:00,1.952,2.3335714285714286,1.7751428571428571,2.3335714285714286,0.1768571428571428,5,STOP_BE_CHAND,False,True,5.39983844911147,-0.1922455573505656,2.15751211631664,0.02,2.13751211631664,20,50,10,14,2.0,999.0,4.0,3.0,22,283,T5_1D_LONG_max3,2026-05-05 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
