timeframe,filter_mode,rsi_n,overbought,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
2h,none,10,75,25,2.0,8866,0.3644,-0.0906,0.8488,816.56,-802.94
2h,none,10,75,25,3.0,7709,0.4422,-0.0761,0.8387,602.7,-586.42
2h,none,10,75,25,4.0,7005,0.4729,-0.0762,0.8042,540.45,-533.43
2h,none,10,80,5,2.0,4764,0.496,-0.0713,0.8058,339.85,-339.47
2h,none,10,80,5,3.0,4469,0.5243,-0.0486,0.8094,217.37,-217.16
2h,none,10,80,5,4.0,4334,0.5316,-0.0357,0.8147,154.86,-154.71
2h,none,10,80,10,2.0,4506,0.4392,-0.1195,0.7522,541.75,-538.67
2h,none,10,80,10,3.0,4087,0.4884,-0.0907,0.743,377.69,-370.85
2h,none,10,80,10,4.0,3865,0.5063,-0.0752,0.7278,295.34,-290.76
2h,none,10,80,15,2.0,4471,0.412,-0.1222,0.7724,550.65,-546.44
2h,none,10,80,15,3.0,4019,0.4775,-0.0934,0.7693,386.04,-375.42
2h,none,10,80,15,4.0,3758,0.5093,-0.079,0.756,302.86,-296.79
2h,none,10,80,20,2.0,4453,0.3647,-0.1637,0.7237,729.13,-728.79
2h,none,10,80,20,3.0,3988,0.4371,-0.134,0.7093,540.67,-534.45
2h,none,10,80,20,4.0,3707,0.4683,-0.1164,0.6887,432.65,-431.49
2h,none,10,80,25,2.0,4446,0.3475,-0.1608,0.7421,721.65,-714.72
2h,none,10,80,25,3.0,3969,0.4208,-0.1428,0.7138,581.32,-566.69
2h,none,10,80,25,4.0,3665,0.4538,-0.1298,0.6849,481.65,-475.89
2h,none,10,85,5,2.0,1772,0.5051,-0.0506,0.8655,94.37,-89.63
2h,none,10,85,5,3.0,1675,0.5307,-0.0465,0.8293,82.85,-77.89
2h,none,10,85,5,4.0,1629,0.5378,-0.0392,0.8132,65.57,-63.81
2h,none,10,85,10,2.0,1732,0.4423,-0.1026,0.7873,191.57,-177.76
2h,none,10,85,10,3.0,1606,0.4938,-0.0911,0.7526,156.07,-146.24
2h,none,10,85,10,4.0,1527,0.5115,-0.0819,0.72,129.78,-125.1
2h,none,10,85,15,2.0,1732,0.418,-0.1227,0.7707,219.1,-212.44
2h,none,10,85,15,3.0,1604,0.4776,-0.1106,0.7346,179.0,-177.4
2h,none,10,85,15,4.0,1518,0.5033,-0.1006,0.7032,153.24,-152.7
2h,none,10,85,20,2.0,1731,0.3726,-0.1724,0.7073,299.57,-298.36
2h,none,10,85,20,3.0,1603,0.4435,-0.1489,0.6822,239.43,-238.73
2h,none,10,85,20,4.0,1513,0.4673,-0.1368,0.6469,208.25,-206.95
2h,none,10,85,25,2.0,1731,0.3455,-0.1795,0.7131,313.05,-310.76
2h,none,10,85,25,3.0,1603,0.4255,-0.156,0.6897,251.33,-250.08
2h,none,10,85,25,4.0,1511,0.46,-0.1501,0.6453,228.53,-226.73
2h,none,10,90,5,2.0,410,0.439,-0.1771,0.6307,78.3,-72.59
2h,none,10,90,5,3.0,385,0.4831,-0.1255,0.6326,51.33,-48.31
2h,none,10,90,5,4.0,377,0.504,-0.0826,0.6798,34.25,-31.13
2h,none,10,90,10,2.0,405,0.3728,-0.2276,0.6098,97.5,-92.18
2h,none,10,90,10,3.0,380,0.4474,-0.1702,0.6124,67.43,-64.66
2h,none,10,90,10,4.0,369,0.4743,-0.1299,0.6247,49.84,-47.93
2h,none,10,90,15,2.0,404,0.3342,-0.2684,0.5687,113.09,-108.42
2h,none,10,90,15,3.0,379,0.4195,-0.1927,0.5918,75.04,-73.03
2h,none,10,90,15,4.0,367,0.4578,-0.1568,0.5982,60.26,-57.55
2h,none,10,90,20,2.0,404,0.3069,-0.3218,0.5231,134.25,-130.0
2h,none,10,90,20,3.0,379,0.4195,-0.2087,0.5911,80.68,-79.11
2h,none,10,90,20,4.0,367,0.4687,-0.1775,0.5805,67.57,-65.13
2h,none,10,90,25,2.0,404,0.2772,-0.3204,0.5419,135.86,-129.45
2h,none,10,90,25,3.0,379,0.3879,-0.2241,0.5908,89.24,-84.92
2h,none,10,90,25,4.0,367,0.4441,-0.1913,0.5814,73.89,-70.22
2h,none,14,70,5,2.0,11388,0.5104,-0.0365,0.8907,420.48,-416.23
2h,none,14,70,5,3.0,10733,0.5334,-0.028,0.8805,307.9,-300.29
2h,none,14,70,5,4.0,10469,0.5363,-0.023,0.8717,244.51,-240.37
2h,none,14,70,10,2.0,9882,0.4627,-0.0736,0.837,743.18,-726.83
2h,none,14,70,10,3.0,8777,0.5099,-0.0571,0.8257,510.86,-500.9
2h,none,14,70,10,4.0,8292,0.5259,-0.0478,0.8128,401.12,-396.67
2h,none,14,70,15,2.0,9529,0.4313,-0.08,0.843,778.96,-762.08
2h,none,14,70,15,3.0,8287,0.4958,-0.0579,0.8478,490.1,-480.12
2h,none,14,70,15,4.0,7659,0.5189,-0.0487,0.8386,381.23,-373.32
2h,none,14,70,20,2.0,9340,0.3922,-0.1025,0.8165,971.0,-957.29
2h,none,14,70,20,3.0,8016,0.4607,-0.0808,0.8129,656.8,-647.31
2h,none,14,70,20,4.0,7309,0.4876,-0.0722,0.793,536.24,-527.59
2h,none,14,70,25,2.0,9229,0.3662,-0.0968,0.8374,921.11,-893.0
2h,none,14,70,25,3.0,7846,0.4435,-0.0771,0.8346,622.5,-604.87
2h,none,14,70,25,4.0,7085,0.4737,-0.0747,0.8054,538.33,-529.08
2h,none,14,75,5,2.0,5170,0.5025,-0.0608,0.83,315.09,-314.25
2h,none,14,75,5,3.0,4850,0.5227,-0.047,0.8131,228.65,-228.02
2h,none,14,75,5,4.0,4694,0.53,-0.0335,0.8232,157.73,-157.29
2h,none,14,75,10,2.0,4742,0.4509,-0.1023,0.7815,486.2,-485.17
2h,none,14,75,10,3.0,4246,0.496,-0.0884,0.7462,382.51,-375.27
2h,none,14,75,10,4.0,3987,0.5129,-0.0715,0.7369,289.46,-284.9
2h,none,14,75,15,2.0,4668,0.4267,-0.1034,0.8016,483.36,-482.86
2h,none,14,75,15,3.0,4117,0.4843,-0.089,0.7759,370.99,-366.55
2h,none,14,75,15,4.0,3817,0.514,-0.073,0.769,280.39,-278.58
2h,none,14,75,20,2.0,4628,0.3814,-0.1382,0.7591,639.64,-639.53
2h,none,14,75,20,3.0,4053,0.4473,-0.1246,0.7237,505.28,-505.17
2h,none,14,75,20,4.0,3729,0.4763,-0.108,0.7052,402.74,-402.69
2h,none,14,75,25,2.0,4615,0.3642,-0.1333,0.7796,615.92,-615.28
2h,none,14,75,25,3.0,4030,0.4342,-0.1295,0.734,530.76,-521.75
2h,none,14,75,25,4.0,3677,0.4656,-0.1188,0.7049,440.69,-436.99
2h,none,14,80,5,2.0,1996,0.498,-0.0733,0.8091,158.32,-146.24
2h,none,14,80,5,3.0,1864,0.5247,-0.0589,0.7851,119.59,-109.77
2h,none,14,80,5,4.0,1808,0.5321,-0.0492,0.768,96.12,-89.01
2h,none,14,80,10,2.0,1912,0.4372,-0.1234,0.7468,243.19,-235.95
2h,none,14,80,10,3.0,1738,0.4914,-0.0922,0.7447,167.64,-160.23
2h,none,14,80,10,4.0,1635,0.5138,-0.083,0.7123,141.51,-135.72
2h,none,14,80,15,2.0,1902,0.4159,-0.1498,0.7217,291.44,-284.94
2h,none,14,80,15,3.0,1718,0.4843,-0.1178,0.7137,205.85,-202.43
2h,none,14,80,15,4.0,1600,0.5088,-0.1058,0.6861,172.2,-169.27
2h,none,14,80,20,2.0,1900,0.3616,-0.2024,0.6592,386.02,-384.65
2h,none,14,80,20,3.0,1714,0.4387,-0.1572,0.663,273.56,-269.37
2h,none,14,80,20,4.0,1587,0.4688,-0.1387,0.6367,224.41,-220.05
2h,none,14,80,25,2.0,1900,0.3432,-0.2009,0.6795,386.76,-381.7
2h,none,14,80,25,3.0,1714,0.4242,-0.1643,0.6724,284.6,-281.61
2h,none,14,80,25,4.0,1584,0.4615,-0.151,0.6374,241.37,-239.22
2h,none,14,85,5,2.0,584,0.4658,-0.1502,0.6663,96.09,-87.74
2h,none,14,85,5,3.0,545,0.5028,-0.1144,0.6529,65.8,-62.35
2h,none,14,85,5,4.0,530,0.5245,-0.0742,0.696,43.54,-39.35
2h,none,14,85,10,2.0,574,0.4042,-0.1991,0.6393,121.3,-114.31
2h,none,14,85,10,3.0,529,0.4594,-0.1756,0.5948,98.03,-92.9
2h,none,14,85,10,4.0,505,0.501,-0.1205,0.6353,66.32,-60.86
2h,none,14,85,15,2.0,573,0.377,-0.2235,0.6179,133.66,-128.05
2h,none,14,85,15,3.0,528,0.447,-0.1919,0.5913,102.2,-101.31
2h,none,14,85,15,4.0,501,0.493,-0.1406,0.6212,71.1,-70.43
2h,none,14,85,20,2.0,573,0.3421,-0.2859,0.5518,170.75,-163.83
2h,none,14,85,20,3.0,528,0.4167,-0.2311,0.5506,122.62,-122.02
2h,none,14,85,20,4.0,500,0.466,-0.18,0.5627,89.84,-89.98
2h,none,14,85,25,2.0,573,0.3159,-0.2726,0.5867,163.84,-156.18
2h,none,14,85,25,3.0,528,0.3939,-0.2338,0.5694,124.82,-123.44
2h,none,14,85,25,4.0,499,0.4469,-0.1888,0.5744,94.76,-94.21
2h,none,14,90,5,2.0,110,0.4,-0.1522,0.694,25.63,-16.74
2h,none,14,90,5,3.0,97,0.433,-0.1585,0.6048,21.25,-15.37
2h,none,14,90,5,4.0,96,0.4583,-0.1166,0.6259,16.58,-11.19
2h,none,14,90,10,2.0,110,0.4,-0.1282,0.7717,26.14,-14.1
2h,none,14,90,10,3.0,97,0.4227,-0.1532,0.6697,22.05,-14.86
2h,none,14,90,10,4.0,96,0.4896,-0.1222,0.6719,18.46,-11.73
2h,none,14,90,15,2.0,110,0.4,-0.1238,0.7911,26.77,-13.62
2h,none,14,90,15,3.0,97,0.4742,-0.1279,0.7306,20.08,-12.41
2h,none,14,90,15,4.0,96,0.5417,-0.0814,0.7804,15.45,-7.81
2h,none,14,90,20,2.0,110,0.3636,-0.1464,0.7613,28.04,-16.1
2h,none,14,90,20,3.0,97,0.4433,-0.1275,0.7437,20.13,-12.36
2h,none,14,90,20,4.0,96,0.5104,-0.0979,0.7577,17.56,-9.4
2h,none,14,90,25,2.0,110,0.3545,-0.1115,0.822,25.71,-12.26
2h,none,14,90,25,3.0,97,0.433,-0.1243,0.7615,19.25,-12.05
2h,none,14,90,25,4.0,96,0.5,-0.0922,0.7841,16.67,-8.85
2h,ema200_price_below,2,70,5,2.0,41256,0.4982,0.0223,1.085,60.82,919.79
2h,ema200_price_below,2,70,5,3.0,40314,0.5074,0.0154,1.0869,39.96,621.68
2h,ema200_price_below,2,70,5,4.0,40040,0.5087,0.0106,1.0789,36.93,424.5
2h,ema200_price_below,2,70,10,2.0,29483,0.4694,0.0223,1.0594,100.98,657.68
2h,ema200_price_below,2,70,10,3.0,27784,0.4933,0.0157,1.0605,75.61,437.42
2h,ema200_price_below,2,70,10,4.0,27271,0.4993,0.0088,1.0444,63.35,241.15
2h,ema200_price_below,2,70,15,2.0,23947,0.4567,0.0475,1.1098,74.94,1138.03
2h,ema200_price_below,2,70,15,3.0,22055,0.4973,0.0338,1.1099,50.41,744.59
2h,ema200_price_below,2,70,15,4.0,21398,0.5101,0.0242,1.1021,43.37,516.84
2h,ema200_price_below,2,70,20,2.0,20306,0.4364,0.0588,1.1227,71.94,1194.63
2h,ema200_price_below,2,70,20,3.0,18372,0.4921,0.0492,1.1417,59.69,903.44
2h,ema200_price_below,2,70,20,4.0,17655,0.5101,0.0341,1.1253,38.58,601.19
2h,ema200_price_below,2,70,25,2.0,17829,0.4134,0.058,1.112,87.34,1033.32
2h,ema200_price_below,2,70,25,3.0,15873,0.4774,0.0436,1.1133,46.75,691.7
2h,ema200_price_below,2,70,25,4.0,15116,0.4976,0.0275,1.0904,49.35,415.12
2h,ema200_price_below,2,75,5,2.0,36843,0.4969,0.0212,1.0802,51.86,779.32
2h,ema200_price_below,2,75,5,3.0,36007,0.5061,0.0149,1.0833,37.42,536.66
2h,ema200_price_below,2,75,5,4.0,35764,0.5076,0.0112,1.0834,27.61,401.83
2h,ema200_price_below,2,75,10,2.0,27135,0.4703,0.0229,1.061,102.92,620.85
2h,ema200_price_below,2,75,10,3.0,25644,0.4943,0.0169,1.0652,64.36,434.22
2h,ema200_price_below,2,75,10,4.0,25197,0.5008,0.0102,1.0514,51.47,257.7
2h,ema200_price_below,2,75,15,2.0,22385,0.4585,0.0468,1.1087,61.08,1048.68
2h,ema200_price_below,2,75,15,3.0,20668,0.499,0.0305,1.0993,54.43,630.28
2h,ema200_price_below,2,75,15,4.0,20080,0.5128,0.0222,1.0942,45.34,446.74
2h,ema200_price_below,2,75,20,2.0,19119,0.4395,0.0605,1.1267,67.45,1157.65
2h,ema200_price_below,2,75,20,3.0,17392,0.4949,0.0506,1.1454,43.89,879.97
2h,ema200_price_below,2,75,20,4.0,16740,0.5137,0.0343,1.1257,36.34,574.43
2h,ema200_price_below,2,75,25,2.0,16880,0.4161,0.0627,1.1217,71.46,1059.19
2h,ema200_price_below,2,75,25,3.0,15092,0.4784,0.0463,1.1202,45.36,698.19
2h,ema200_price_below,2,75,25,4.0,14413,0.5011,0.034,1.1125,40.25,489.59
2h,ema200_price_below,2,80,5,2.0,31710,0.5018,0.0213,1.0813,39.76,675.32
2h,ema200_price_below,2,80,5,3.0,31016,0.5096,0.0137,1.0768,35.76,424.75
2h,ema200_price_below,2,80,5,4.0,30830,0.5111,0.0102,1.0758,26.94,313.82
2h,ema200_price_below,2,80,10,2.0,24240,0.4738,0.0295,1.0793,67.26,715.62
2h,ema200_price_below,2,80,10,3.0,23032,0.4992,0.0209,1.0807,43.05,481.03
2h,ema200_price_below,2,80,10,4.0,22636,0.5066,0.0143,1.0723,53.8,324.09
2h,ema200_price_below,2,80,15,2.0,20408,0.461,0.0538,1.1257,56.65,1098.79
2h,ema200_price_below,2,80,15,3.0,18969,0.5033,0.0365,1.1196,44.89,691.42
2h,ema200_price_below,2,80,15,4.0,18430,0.5162,0.024,1.1017,35.82,442.75
2h,ema200_price_below,2,80,20,2.0,17594,0.439,0.0599,1.1257,63.2,1053.7
2h,ema200_price_below,2,80,20,3.0,16046,0.4915,0.0451,1.1289,50.12,724.38
2h,ema200_price_below,2,80,20,4.0,15491,0.5106,0.0342,1.1255,39.4,530.15
2h,ema200_price_below,2,80,25,2.0,15682,0.4167,0.0628,1.122,80.43,984.24
2h,ema200_price_below,2,80,25,3.0,14077,0.4786,0.0447,1.1159,43.34,628.74
2h,ema200_price_below,2,80,25,4.0,13477,0.5044,0.0361,1.1193,35.84,485.88
2h,ema200_price_below,2,85,5,2.0,25575,0.5002,0.0176,1.0667,50.96,450.13
2h,ema200_price_below,2,85,5,3.0,25086,0.508,0.0104,1.0576,38.09,260.12
2h,ema200_price_below,2,85,5,4.0,24948,0.5101,0.0083,1.0613,35.03,206.46
2h,ema200_price_below,2,85,10,2.0,20556,0.4718,0.0218,1.0583,69.35,447.75
2h,ema200_price_below,2,85,10,3.0,19630,0.4971,0.0142,1.0542,51.05,278.6
2h,ema200_price_below,2,85,10,4.0,19316,0.5031,0.008,1.0399,46.65,154.92
2h,ema200_price_below,2,85,15,2.0,17772,0.4606,0.0505,1.1177,57.35,897.93
2h,ema200_price_below,2,85,15,3.0,16638,0.5023,0.0345,1.1125,48.64,574.66
2h,ema200_price_below,2,85,15,4.0,16205,0.5179,0.0263,1.1118,33.19,426.69
2h,ema200_price_below,2,85,20,2.0,15527,0.4374,0.0615,1.1282,80.0,955.22
2h,ema200_price_below,2,85,20,3.0,14253,0.4943,0.0458,1.1294,56.73,652.39
2h,ema200_price_below,2,85,20,4.0,13784,0.5133,0.0346,1.1257,44.17,476.39
2h,ema200_price_below,2,85,25,2.0,14052,0.4192,0.0706,1.1375,56.79,991.41
2h,ema200_price_below,2,85,25,3.0,12677,0.4805,0.0515,1.1347,45.92,653.14
2h,ema200_price_below,2,85,25,4.0,12178,0.506,0.0389,1.1285,36.68,474.15
2h,ema200_price_below,2,90,5,2.0,18270,0.5085,0.0182,1.0686,49.57,332.17
2h,ema200_price_below,2,90,5,3.0,17940,0.5164,0.0108,1.06,34.95,194.31
2h,ema200_price_below,2,90,5,4.0,17846,0.5185,0.0083,1.0615,30.06,148.51
2h,ema200_price_below,2,90,10,2.0,15690,0.4788,0.0319,1.0858,53.73,500.72
2h,ema200_price_below,2,90,10,3.0,15053,0.5051,0.0189,1.0719,31.6,284.32
2h,ema200_price_below,2,90,10,4.0,14822,0.5116,0.0119,1.0591,41.19,176.52
2h,ema200_price_below,2,90,15,2.0,13980,0.4614,0.0536,1.1252,53.34,749.89
2h,ema200_price_below,2,90,15,3.0,13245,0.5055,0.038,1.1234,33.24,502.95
2h,ema200_price_below,2,90,15,4.0,12936,0.5203,0.0289,1.1221,32.04,373.56
2h,ema200_price_below,2,90,20,2.0,12511,0.4372,0.0654,1.1365,59.04,818.36
2h,ema200_price_below,2,90,20,3.0,11651,0.4918,0.0481,1.136,37.38,560.31
2h,ema200_price_below,2,90,20,4.0,11291,0.5093,0.035,1.1263,34.38,394.64
2h,ema200_price_below,2,90,25,2.0,11505,0.4176,0.0656,1.1268,69.19,754.37
2h,ema200_price_below,2,90,25,3.0,10555,0.481,0.0507,1.1316,35.27,535.06
2h,ema200_price_below,2,90,25,4.0,10172,0.5034,0.0364,1.1194,38.14,370.66
2h,ema200_price_below,3,70,5,2.0,29404,0.501,0.0193,1.0729,47.27,567.23
2h,ema200_price_below,3,70,5,3.0,28683,0.5092,0.0135,1.0752,42.57,386.9
2h,ema200_price_below,3,70,5,4.0,28454,0.5104,0.01,1.0739,33.21,283.83
2h,ema200_price_below,3,70,10,2.0,22776,0.476,0.0304,1.0813,57.39,692.21
2h,ema200_price_below,3,70,10,3.0,21394,0.5024,0.0231,1.0893,40.35,494.21
2h,ema200_price_below,3,70,10,4.0,20990,0.5087,0.0147,1.0741,37.13,309.06
2h,ema200_price_below,3,70,15,2.0,19396,0.4603,0.0463,1.1073,52.56,898.7
2h,ema200_price_below,3,70,15,3.0,17821,0.5032,0.033,1.1073,33.73,587.33
2h,ema200_price_below,3,70,15,4.0,17262,0.5176,0.0221,1.0931,29.59,381.59
2h,ema200_price_below,3,70,20,2.0,16869,0.4369,0.0652,1.1357,57.95,1100.34
2h,ema200_price_below,3,70,20,3.0,15252,0.4927,0.0474,1.1346,43.23,722.79
2h,ema200_price_below,3,70,20,4.0,14657,0.5114,0.0366,1.1335,35.67,536.59
2h,ema200_price_below,3,70,25,2.0,15098,0.418,0.0686,1.1331,70.12,1035.45
2h,ema200_price_below,3,70,25,3.0,13429,0.4793,0.0501,1.13,42.22,672.25
2h,ema200_price_below,3,70,25,4.0,12807,0.5056,0.0375,1.1237,35.82,480.65
2h,ema200_price_below,3,75,5,2.0,23526,0.5005,0.0146,1.0544,71.49,342.67
2h,ema200_price_below,3,75,5,3.0,23002,0.51,0.0103,1.0568,39.57,237.35
2h,ema200_price_below,3,75,5,4.0,22830,0.5119,0.0081,1.0595,34.48,185.16
2h,ema200_price_below,3,75,10,2.0,19089,0.4757,0.0256,1.0684,80.05,488.86
2h,ema200_price_below,3,75,10,3.0,18081,0.5038,0.0174,1.0663,54.05,314.86
2h,ema200_price_below,3,75,10,4.0,17730,0.5098,0.0105,1.052,46.82,185.75
2h,ema200_price_below,3,75,15,2.0,16685,0.4634,0.0513,1.1192,86.44,856.3
2h,ema200_price_below,3,75,15,3.0,15478,0.506,0.037,1.1201,42.75,573.11
2h,ema200_price_below,3,75,15,4.0,15016,0.5222,0.0269,1.1128,43.52,403.48
2h,ema200_price_below,3,75,20,2.0,14724,0.437,0.0654,1.1363,60.36,962.91
2h,ema200_price_below,3,75,20,3.0,13454,0.4914,0.0474,1.1343,41.07,638.06
2h,ema200_price_below,3,75,20,4.0,12947,0.5118,0.0363,1.1315,41.31,469.42
2h,ema200_price_below,3,75,25,2.0,13396,0.4204,0.067,1.1301,62.27,898.16
2h,ema200_price_below,3,75,25,3.0,11994,0.4817,0.0487,1.1264,30.32,584.69
2h,ema200_price_below,3,75,25,4.0,11459,0.5079,0.0367,1.1204,45.2,420.85
2h,ema200_price_below,3,80,5,2.0,17436,0.504,0.0089,1.0329,66.89,155.61
2h,ema200_price_below,3,80,5,3.0,17068,0.5141,0.0068,1.037,45.87,115.98
2h,ema200_price_below,3,80,5,4.0,16952,0.517,0.0057,1.0411,38.07,95.97
2h,ema200_price_below,3,80,10,2.0,14944,0.4811,0.0305,1.0812,51.19,456.18
2h,ema200_price_below,3,80,10,3.0,14216,0.5084,0.0191,1.0721,37.52,271.86
2h,ema200_price_below,3,80,10,4.0,13958,0.515,0.0106,1.0516,33.79,147.41
2h,ema200_price_below,3,80,15,2.0,13471,0.4629,0.0486,1.1127,45.57,654.96
2h,ema200_price_below,3,80,15,3.0,12591,0.5083,0.0389,1.1262,27.6,489.41
2h,ema200_price_below,3,80,15,4.0,12255,0.5228,0.0276,1.1159,27.18,338.61
2h,ema200_price_below,3,80,20,2.0,12139,0.4338,0.0528,1.109,49.59,641.26
2h,ema200_price_below,3,80,20,3.0,11175,0.4918,0.0438,1.1233,43.55,489.39
2h,ema200_price_below,3,80,20,4.0,10788,0.5115,0.0313,1.1125,50.85,337.35
2h,ema200_price_below,3,80,25,2.0,11188,0.4146,0.0608,1.1164,72.93,680.46
2h,ema200_price_below,3,80,25,3.0,10144,0.4798,0.0483,1.124,46.43,489.54
2h,ema200_price_below,3,80,25,4.0,9722,0.5034,0.0328,1.1064,55.31,319.27
2h,ema200_price_below,3,85,5,2.0,11567,0.5182,0.0241,1.0907,37.55,278.98
2h,ema200_price_below,3,85,5,3.0,11332,0.5296,0.0179,1.0993,29.98,202.44
2h,ema200_price_below,3,85,5,4.0,11275,0.5316,0.0125,1.0916,21.85,140.56
2h,ema200_price_below,3,85,10,2.0,10457,0.4869,0.0485,1.1291,39.38,507.3
2h,ema200_price_below,3,85,10,3.0,10003,0.5156,0.0356,1.1354,28.98,356.28
2h,ema200_price_below,3,85,10,4.0,9856,0.5218,0.0222,1.1088,33.76,218.52
2h,ema200_price_below,3,85,15,2.0,9756,0.4628,0.0652,1.1506,48.52,636.32
2h,ema200_price_below,3,85,15,3.0,9210,0.5065,0.05,1.1614,35.9,460.59
2h,ema200_price_below,3,85,15,4.0,9027,0.5196,0.0331,1.1364,37.47,298.54
2h,ema200_price_below,3,85,20,2.0,9033,0.4375,0.0638,1.1315,64.27,576.13
2h,ema200_price_below,3,85,20,3.0,8432,0.4929,0.0462,1.129,54.7,389.6
2h,ema200_price_below,3,85,20,4.0,8212,0.5107,0.0268,1.0938,57.84,220.29
2h,ema200_price_below,3,85,25,2.0,8523,0.4178,0.0734,1.1402,66.25,625.52
2h,ema200_price_below,3,85,25,3.0,7862,0.4809,0.0507,1.1291,49.27,398.88
2h,ema200_price_below,3,85,25,4.0,7611,0.5019,0.0281,1.0886,50.34,213.92
2h,ema200_price_below,3,90,5,2.0,5928,0.5282,0.0374,1.1372,28.27,221.77
2h,ema200_price_below,3,90,5,3.0,5814,0.5428,0.0283,1.1554,15.76,164.81
2h,ema200_price_below,3,90,5,4.0,5776,0.5452,0.0203,1.1472,11.25,117.25
2h,ema200_price_below,3,90,10,2.0,5627,0.4898,0.0654,1.1715,36.66,368.08
2h,ema200_price_below,3,90,10,3.0,5426,0.5232,0.0503,1.1887,23.0,273.01
2h,ema200_price_below,3,90,10,4.0,5349,0.53,0.0304,1.1455,18.26,162.69
2h,ema200_price_below,3,90,15,2.0,5467,0.4609,0.0609,1.1366,49.2,333.03
2h,ema200_price_below,3,90,15,3.0,5227,0.5076,0.0443,1.1377,31.27,231.46
2h,ema200_price_below,3,90,15,4.0,5136,0.5185,0.0225,1.0878,29.98,115.49
2h,ema200_price_below,3,90,20,2.0,5238,0.429,0.042,1.0838,48.86,220.01
2h,ema200_price_below,3,90,20,3.0,4964,0.4932,0.0369,1.0999,30.19,183.04
2h,ema200_price_below,3,90,20,4.0,4861,0.5137,0.018,1.0609,28.38,87.73
2h,ema200_price_below,3,90,25,2.0,5065,0.4075,0.0558,1.1036,49.87,282.71
2h,ema200_price_below,3,90,25,3.0,4764,0.4752,0.0376,1.0923,39.5,178.99
2h,ema200_price_below,3,90,25,4.0,4645,0.502,0.0201,1.0613,33.05,93.49
2h,ema200_price_below,5,70,5,2.0,15785,0.5086,0.0166,1.0604,79.81,262.06
2h,ema200_price_below,5,70,5,3.0,15372,0.52,0.0109,1.0582,48.46,167.48
2h,ema200_price_below,5,70,5,4.0,15236,0.5225,0.0071,1.0499,46.23,107.94
2h,ema200_price_below,5,70,10,2.0,13257,0.4809,0.0358,1.094,41.64,475.23
2h,ema200_price_below,5,70,10,3.0,12434,0.5103,0.0238,1.0885,27.36,295.32
2h,ema200_price_below,5,70,10,4.0,12154,0.5168,0.0125,1.0603,34.34,152.44
2h,ema200_price_below,5,70,15,2.0,12093,0.4642,0.0554,1.1263,51.69,669.52
2h,ema200_price_below,5,70,15,3.0,11112,0.5114,0.0452,1.1439,27.46,502.47
2h,ema200_price_below,5,70,15,4.0,10764,0.5266,0.03,1.1225,32.11,322.96
2h,ema200_price_below,5,70,20,2.0,11073,0.4332,0.0526,1.1075,100.89,582.59
2h,ema200_price_below,5,70,20,3.0,10048,0.4928,0.0434,1.1202,50.3,435.77
2h,ema200_price_below,5,70,20,4.0,9638,0.5132,0.0278,1.0975,59.18,267.91
2h,ema200_price_below,5,70,25,2.0,10283,0.4145,0.0604,1.1143,87.39,621.12
2h,ema200_price_below,5,70,25,3.0,9193,0.4832,0.0466,1.1169,49.27,427.99
2h,ema200_price_below,5,70,25,4.0,8749,0.5065,0.0281,1.0883,56.39,245.58
2h,ema200_price_below,5,75,5,2.0,10094,0.5149,0.0164,1.0589,38.23,165.69
2h,ema200_price_below,5,75,5,3.0,9846,0.5276,0.0105,1.0554,31.61,103.71
2h,ema200_price_below,5,75,5,4.0,9765,0.5307,0.0073,1.0507,29.43,71.11
2h,ema200_price_below,5,75,10,2.0,8944,0.4792,0.0387,1.0989,51.29,346.26
2h,ema200_price_below,5,75,10,3.0,8471,0.5116,0.0305,1.111,28.11,257.96
2h,ema200_price_below,5,75,10,4.0,8296,0.5204,0.0199,1.0939,29.8,165.12
2h,ema200_price_below,5,75,15,2.0,8443,0.4558,0.0511,1.1132,57.98,431.59
2h,ema200_price_below,5,75,15,3.0,7832,0.5017,0.0399,1.1223,38.56,312.47
2h,ema200_price_below,5,75,15,4.0,7604,0.5166,0.026,1.102,36.99,197.62
2h,ema200_price_below,5,75,20,2.0,7972,0.4259,0.0368,1.0728,69.22,293.43
2h,ema200_price_below,5,75,20,3.0,7315,0.4859,0.03,1.0805,47.41,219.26
2h,ema200_price_below,5,75,20,4.0,7063,0.5077,0.0191,1.0646,40.8,134.8
2h,ema200_price_below,5,75,25,2.0,7567,0.4072,0.0498,1.0918,47.92,376.98
2h,ema200_price_below,5,75,25,3.0,6887,0.476,0.039,1.0956,37.62,268.53
2h,ema200_price_below,5,75,25,4.0,6606,0.5003,0.0242,1.0736,35.32,159.75
2h,ema200_price_below,5,80,5,2.0,5492,0.5273,0.0299,1.106,27.88,164.21
2h,ema200_price_below,5,80,5,3.0,5368,0.5421,0.0233,1.1229,16.85,125.2
2h,ema200_price_below,5,80,5,4.0,5331,0.5444,0.0164,1.114,12.16,87.52
2h,ema200_price_below,5,80,10,2.0,5096,0.4757,0.0437,1.1102,32.66,222.55
2h,ema200_price_below,5,80,10,3.0,4873,0.5118,0.034,1.1216,25.79,165.8
2h,ema200_price_below,5,80,10,4.0,4782,0.5205,0.0198,1.091,29.06,94.7
